x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_21_Y_pred,Model_22_Y_pred,Model_23_Y_pred,Model_24_Y_pred,Model_25_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals,Model_21_Residuals,Model_22_Residuals,Model_23_Residuals,Model_24_Residuals,Model_25_Residuals
38.3637,74.9935,0.947472275487944,38.3637,0.7871708499171433,0.0,0.8768698957853989,0.5669097356124084,0.9967737828949385,0.9998288041124767,1.1338194712248169,1.2817367754075617,1.2194973586706517,1.169325115765642,1.2404401174625417,1.1721797150342554,1.2577475299721301,1.3432899099987716,1.321768127918421,1.3296306193365774,1.3131321672142053,1.3076323605728375,1.4021018179502178,1.4150679051984574,1.408037053502354,1.4060080341747523,1.405845384467937,1.4032006778234662,37.416227724512055,0.16030142557080074,0.947472275487944,0.07060237970254513,0.38056253987553557,0.04930150740699446,0.05235652862453266,0.18634719573687286,0.3342644999196177,0.2720250831827077,0.22185284027769792,0.2929678419745977,0.22470743954631145,0.31027525448418614,0.39581763451082763,0.374295852430477,0.38215834384863345,0.36565989172626134,0.3601600850848935,0.45462954246227383,0.4675956297105134,0.4605647780144101,0.4585357586868083,0.45837310897999306,0.45572840233552225
38.8118,24.6793,2.449416959824997,38.8118,0.4422521344163722,0.0,0.9999891098498982,0.8062554335782719,0.8427062557479993,0.9129447300072879,1.6125108671565438,1.504841885584558,1.6112294281837944,1.7290214757782612,1.7675646166353478,1.7280112383291595,1.719279902407013,1.7778813006877447,1.7598423501824065,1.7710179722505008,1.8654408689121267,1.8651199727349197,1.9923444262586543,2.0093776347100305,2.0111341327811676,2.008185279221059,2.0079638533721647,1.9957871730545882,36.362383040175004,2.007164825408625,2.449416959824997,1.4494278499750988,1.6431615262467252,1.6067107040769977,1.5364722298177091,0.8369060926684533,0.9445750742404391,0.8381875316412026,0.7203954840467359,0.6818523431896493,0.7214057214958376,0.7301370574179842,0.6715356591372523,0.6895746096425905,0.6783989875744962,0.5839760909128704,0.5842969870900774,0.4570725335663428,0.4400393251149666,0.4382828270438295,0.44123168060393825,0.4414531064528324,0.4536297867704089
25.3188,75.4774,-0.8006313882363736,25.3188,0.9827409424255,0.0,0.10667907194398821,0.1844076058734925,-0.7797955986094591,-0.7601094264722497,0.368815211746985,0.49279199782747746,0.42058644282922913,0.37941247038481857,0.4007956377899127,0.36986845870741525,0.43283155947227897,0.4604897942311134,0.4421902595222713,0.4370197047274802,0.20196212827891266,0.10852109865203735,0.23004495554023152,0.24574802540031582,0.13863707496525496,0.14167564010453626,0.1406965427170352,0.14585285291985184,26.11943138823637,1.7833723306618736,0.8006313882363736,0.9073104601803618,0.9850389941098661,0.020835789626914458,0.040521961764123926,1.1694465999833585,1.293423386063851,1.2212178310656028,1.180043858621192,1.2014270260262863,1.1704998469437888,1.2334629477086525,1.261121182467487,1.242821647758645,1.2376510929638538,1.0025935165152862,0.9091524868884109,1.030676343776605,1.0463794136366893,0.9392684632016286,0.9423070283409098,0.9413279309534088,0.9464842411562254
41.4875,28.024,1.1923681664768364,41.4875,-0.7980190256415495,0.0,0.7815392821056506,0.5838480652889423,0.9993204898553353,0.9904294643580703,1.1676961305778846,1.3307357466133154,1.2596314532431796,1.0960214860365036,1.063513554473109,1.1318768841340359,1.1973329472063057,1.178399246550614,1.1459042520510605,1.193036379700415,1.1716477635088631,1.3160022256173312,1.0792606769598374,1.0597489872191748,1.2178934640264183,1.216162200399394,1.2172741939637832,1.2097520523125929,40.29513183352316,1.9903871921183858,1.1923681664768364,0.4108288843711858,0.6085201011878941,0.19304767662150113,0.20193870211876608,0.02467203589895184,0.13836758013647898,0.06726328676634319,0.09634668044033279,0.1288546120037275,0.060491282342800545,0.004964780729469265,0.013968919926222512,0.04646391442577591,0.0006682132235786842,0.020720402967973284,0.12363405914049475,0.113107489516999,0.13261917925766165,0.025525297549581882,0.023794033922557523,0.024906027486946813,0.017383885835756452
37.3834,22.4229,0.7663233413630884,37.3834,0.9505755973283045,0.0,0.6797804702341713,0.28200056444983573,0.21477229849094828,0.16812228755148156,0.5640011288996715,0.7307651007245795,0.6365104361527849,0.5209353532657416,0.5103233141686726,0.5590362186366847,0.5967184607953859,0.5920304964872223,0.5885794307215708,0.6175527574498766,0.6867324649084028,0.30787483396372356,0.649804742259633,0.6238444854762359,0.2573264205431481,0.2603163323079284,0.2598925884051621,0.27415204624617,36.61707665863691,0.1842522559652161,0.7663233413630884,0.08654287112891712,0.4843227769132527,0.5515510428721402,0.5982010538116069,0.20232221246341697,0.03555824063850899,0.12981290521030353,0.24538798809734685,0.25600002719441584,0.2072871227264037,0.1696048805677025,0.17429284487586616,0.17774391064151762,0.14877058391321185,0.07959087645468566,0.4584485073993649,0.11651859910345541,0.1424788558868525,0.5089969208199403,0.50600700905516,0.5064307529579264,0.49217129511691843
15.6633,54.6315,-0.0918097456125713,15.6633,-0.9990027620394091,0.0,-0.9548302968961533,-0.015157557613391177,-0.9688082570544246,-0.9694313454109429,-0.030315115226782353,-0.041161472476987156,-0.03475690846874654,-0.027045555624851194,-0.022596332485996212,-0.030300282405781198,-0.03162959883522898,-0.027308119102674205,-0.0319203297018863,-0.03812378674352754,-0.19979876746812958,-0.29265594775439574,-0.19197776323642757,-0.18078008948617222,-0.2853871678489512,-0.2823247101588779,-0.28315729350562213,-0.27650820718408076,15.755109745612572,0.9071930164268378,0.0918097456125713,0.863020551283582,0.07665218799918012,0.8769985114418534,0.8776215997983716,0.061494630385788944,0.05064827313558414,0.05705283714382476,0.0647641899877201,0.06921341312657509,0.0615094632067901,0.06018014677734232,0.06450162650989709,0.059889415910684994,0.05368595886904376,0.10798902185555828,0.20084620214182444,0.10016801762385627,0.08897034387360092,0.1935774222363799,0.1905149645463066,0.19134754789305083,0.18469846157150946
26.8093,97.7786,-1.9097162918098851,26.8093,-0.10556538366367385,0.0,-0.9600920162951102,-0.920032694689063,-0.8018596865054912,-0.8927814874973647,-1.840065389378126,-1.5866892434102637,-1.7793621786917058,-1.7934590844418028,-1.6681521853554873,-1.6840918772256093,-1.7472928769380909,-1.6578320488390084,-1.6382172181193657,-1.7486584601255992,-1.8463504835588183,-1.6126562517942828,-1.7030326883043243,-1.665034003887876,-1.4507655386022338,-1.453420218224451,-1.453822995268022,-1.456237324840417,28.719016291809886,1.8041509081462113,1.9097162918098851,0.9496242755147749,0.9896835971208221,1.107856605304394,1.0169348043125204,0.06965090243175909,0.3230270483996214,0.13035411311817935,0.11625720736808232,0.24156410645439785,0.22562441458427585,0.16242341487179424,0.25188424297087675,0.2714990736905194,0.1610578316842859,0.06336580825106686,0.29706004001560227,0.2066836035055608,0.2446822879220092,0.45895075320765133,0.456296073585434,0.45589329654186317,0.4534789669694681
11.9967,26.8332,1.1386275343815402,11.9967,0.8420786765362572,0.0,-0.765271672435521,0.06973825544158123,0.23744021887445685,0.2491087096151651,0.13947651088316246,0.16448005154695555,0.1523221154715017,0.0733538424477409,0.04623330560405483,0.11370421478578296,0.08997767460991934,0.06256812950262329,0.08854939387702516,0.15942462231695897,0.17373599540500265,0.39657884834792057,0.09582602307580748,0.073080286413113,0.30877169537926596,0.3057703897002429,0.30712776060457053,0.2941646521709644,10.858072465618461,0.29654885784528295,1.1386275343815402,1.9038992068170613,1.0688892789399589,0.9011873155070833,0.8895188247663751,0.9991510234983777,0.9741474828345846,0.9863054189100384,1.0652736919337993,1.0923942287774853,1.0249233195957572,1.0486498597716207,1.076059404878917,1.050078140504515,0.9792029120645812,0.9648915389765376,0.7420486860336196,1.0428015113057327,1.0655472479684271,0.8298558390022742,0.8328571446812973,0.8314997737769696,0.8444628822105757
63.3127,99.8984,1.1390621329428376,63.3127,0.8866035109030761,0.0,0.8972105847916323,0.3730369890772231,0.985089443414685,0.9721256396386289,0.7460739781544462,0.9128795282790366,0.8254886128031161,0.7673912390880375,0.8260358298150893,0.7623903058783452,0.8494065694678355,0.9191104605917878,0.9328128425404419,0.9748298271506809,0.5585153748896453,0.858252933162577,0.6225501377382294,0.6519639278839422,0.9335530316459585,0.9322435012151862,0.9320900388487536,0.9308833348079152,62.17363786705716,0.25245862203976155,1.1390621329428376,0.24185154815120535,0.7660251438656145,0.15397268952815268,0.1669364933042088,0.39298815478839144,0.22618260466380102,0.3135735201397215,0.3716708938548001,0.3130263031277484,0.3766718270644924,0.2896555634750021,0.21995167235104984,0.2062492904023957,0.16423230579215675,0.5805467580531923,0.28080919978026064,0.5165119952046082,0.48709820505889545,0.20550910129687916,0.20681863172765147,0.206972094094084,0.20817879813492246
96.6591,6.9442,0.9270712411106092,96.6591,-0.744992811945821,0.0,0.9839314111694162,0.5265668129882035,0.9258709533430982,0.9568251411100526,1.053133625976407,1.155183482284333,1.120234234489129,1.2392924786896018,1.168456578137987,1.101517432967758,1.2974404815894185,1.249646371856588,1.2736762667476966,1.4020863570247049,1.3547739101114882,1.313416073189444,1.4645813570839834,1.4494664018995533,1.4220157300860263,1.418977301129395,1.4190212582283346,1.3735766744090185,95.73202875888938,1.6720640530564301,0.9270712411106092,0.05686017005880695,0.4005044281224057,0.0012002877675110213,0.029753899999443334,0.1260623848657978,0.22811224117372375,0.19316299337851972,0.31222123757899256,0.24138533702737774,0.1744461918571487,0.37036924047880926,0.32257513074597877,0.3466050256370874,0.4750151159140956,0.42770266900087894,0.38634483207883474,0.5375101159733742,0.5223951607889441,0.4949444889754171,0.4919060600187857,0.49195001711772535,0.4465054332984093
