x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals
64.7207,12.51094438535252,64.7207,4.170081088513748,15.520249756837941,12.510243265541245,12.525576121387557,12.540677426629665,12.525811194829933,12.525802856055959,12.525814826517909,12.529341290866668,12.53238888758086,12.530660134158925,12.531795826292743,12.530510914506774,52.20975561464748,8.340863296838773,3.0093053714854214,0.0007011198112749639,0.01463173603503698,0.02973304127714549,0.014866809477412701,0.014858470703439153,0.014870441165388826,0.018396905514148187,0.0214445022283396,0.01971574880640503,0.020851440940223398,0.019566529154253942
88.5045,13.566557779049504,88.5045,4.483053398178822,19.742013342056936,13.449160194536468,13.460395699704101,13.471506369584247,13.460521929641118,13.460461324009867,13.460523355804536,13.463163406768997,13.46556700538638,13.46414019348575,13.478888721540269,13.477808369654369,74.93794222095049,9.083504380870682,6.175455563007432,0.11739758451303572,0.10616207934540256,0.09505140946525614,0.10603584940838573,0.10609645503963705,0.10603442324496726,0.10339437228050663,0.10099077366312414,0.10241758556375302,0.0876690575092347,0.08874940939513465
39.5495,10.910882196156717,39.5495,3.677553051908718,10.754297610872829,11.032659155726153,11.05762955384661,11.081991591352143,11.05825291269925,11.058243858745737,11.05826866914865,11.063712798749101,11.067952544756581,11.065819798489258,11.063235294728022,11.061187719954207,28.638617803843285,7.233329144247999,0.15658458528388763,0.12177695956943602,0.14674735768989322,0.17110939519542612,0.1473707165425342,0.14736166258902017,0.14738647299193275,0.15283060259238468,0.15707034859986457,0.1549376023325415,0.15235309857130552,0.15030552379749018
58.0811,12.17420449202261,58.0811,4.061840309731132,14.299208135005335,12.185520929193396,12.202591695774052,12.219375935671975,12.20288307146845,12.202887869373107,12.202888087429201,12.206777857085354,12.2100712512798,12.208387621082508,12.208056528684969,12.206638585101137,45.90689550797739,8.11236418229148,2.1250036429827244,0.011316437170785676,0.028387203751440993,0.04517144364936421,0.028678579445839958,0.02868337735049664,0.02868359540659071,0.032573365062743775,0.035866759257189074,0.03418312905989751,0.03385203666235803,0.032434093078526516
15.0721,8.300826131336594,15.0721,2.71284535263153,5.555827200168147,8.138536057894589,8.202775554757332,8.263136257349819,8.206895189695711,8.205386383992073,8.207167918797289,8.217834701177317,8.224318115120548,8.22324953315234,8.215738368346404,8.21072006081966,6.771273868663407,5.587980778705064,2.744998931168447,0.16229007344200497,0.09805057657926142,0.03768987398677481,0.09393094164088289,0.09543974734452121,0.09365821253930484,0.0829914301592769,0.07650801621604586,0.07757659818425466,0.08508776299018983,0.0901060705169332
57.2883,12.247863865651205,57.2883,4.048096414389712,14.151910956556785,12.144289243169137,12.161594215889373,12.178604813461558,12.161893640611368,12.16179956552041,12.161898866444856,12.165837013879658,12.169162390096336,12.167341753725168,12.16700251228647,12.165567959819473,45.040436134348795,8.199767451261494,1.9040470909055802,0.10357462248206772,0.0862696497618316,0.06925905218964701,0.08597022503983709,0.08606430013079525,0.08596499920634848,0.08202685177154656,0.07870147555486895,0.08052211192603664,0.08086135336473532,0.08229590583173163
53.6216,12.138789210282653,53.6216,3.981951971974706,13.466159405586275,11.945855915924119,11.964333352865088,11.982475558972187,11.964674719982444,11.964259310889911,11.96468108509971,11.968859328630467,11.97234090075183,11.970461857394593,11.969562787930474,11.968041830718544,41.48281078971735,8.156837238307947,1.3273701953036223,0.192933294358534,0.17445585741756453,0.15631365131046593,0.17411449030020876,0.17452989939274133,0.1741081251829435,0.1699298816521857,0.16644830953082312,0.16832735288805978,0.16922642235217822,0.17074737956410857
48.6667,11.611122562075876,48.6667,3.884995017971499,12.526837170929166,11.654985053914498,11.675324724361062,11.695258926015685,11.675738355260536,11.674902583132736,11.675746852726133,11.680299251662195,11.684016071838435,11.68236265084034,11.680498311365454,11.67883826732608,37.05557743792412,7.726127544104377,0.9157146088532908,0.04386249183862212,0.06420216228518605,0.08413636393980894,0.06461579318466093,0.06378002105686065,0.06462429065025788,0.06917668958631928,0.07289350976255982,0.07124008876446375,0.06937574928957879,0.06771570525020465
3.6757,4.235687108854231,3.6757,1.3017435907169899,2.8236743596912617,3.90523077215097,4.145866065586141,4.339681085212326,4.202421528685733,4.107458815817581,4.2172700502587315,4.19362785374094,4.211739358776708,4.223900012345433,4.199355755043779,4.205054915662047,0.559987108854231,2.933943518137241,1.4120127491629693,0.33045633670326113,0.08982104326809015,0.10399397635809482,0.03326558016849823,0.12822829303665007,0.01841705859549947,0.04205925511329056,0.023947750077523366,0.011787096508798278,0.036331353810451716,0.0306321931921838
86.4234,13.274728664724808,86.4234,4.459258472474617,19.38066621019173,13.37777541742385,13.38927992633,13.400653585446763,13.389412272756795,13.389146089372137,13.389413804026892,13.39211332660638,13.39456221950075,13.393060990923507,13.405561612336276,13.404486046705259,73.1486713352752,8.815470192250192,6.105937545466922,0.10304675269904173,0.11455126160519136,0.12592492072195505,0.11468360803198685,0.1144174246473284,0.11468513930208424,0.11738466188157126,0.11983355477594237,0.11833232619869882,0.13083294761146824,0.1297573819804505
