x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals
8.241,43258.3063,8.241,67.914081,559.6799415209999,93.73056550476345,38010.148882532456,42622.47128060701,43250.06530312801,43250.065299999995,43190.392218999994,42698.626358479,43164.575734495236,5248.157417467541,635.8350193929873,8.24099687198759
48.3584,270043990.1105,48.3584,2338.5348505600005,113087.80371732073,3415593.890894833,264459770.16624328,269928515.41352695,270043941.75209486,270043941.7521,270041651.57564944,269930902.30678266,266628396.21960515,5584219.944256693,115474.6969730258,48.358405113220215
70.6608,1786828383.3718,70.6608,4992.948656639999,352805.7464371076,74748253.39344507,1761540977.7280285,1786470514.0158718,1786828312.7109656,1786828312.711,1786823390.4231434,1786475577.6253629,1712080129.978355,25287405.64377141,357869.3559281826,70.66083431243896
23.256,7108253.967,23.256,540.841536,12577.810761216,19970.768750062816,6802602.491613391,7095112.05867623,7108230.710973445,7108230.711,7107713.125464,7095676.156238784,7088283.198249937,305651.4753866093,13141.908323770389,23.256026554852724
7.168,21989.7688,7.168,51.380224000000005,368.29344563200004,55.56458442597725,18922.999734303983,21562.927152594162,21982.600822226163,21982.6008,21938.388576,21621.475354368,21934.204215574024,3066.7690656960185,426.84164740583947,7.167977773839084
14.6171,716278.6906,14.6171,213.65961241000002,3123.0839205582115,1346.2408401169198,667276.8999903707,712927.3299655622,716264.0734985304,716264.0734999999,716065.03098759,713155.6066794418,714932.4497598831,49001.79060962924,3351.360634437762,14.617101469542831
74.6029,2342282820.6143,74.6029,5565.592688410001,415209.3547741825,119030656.54479645,2310886149.0906243,2341861971.063907,2342282746.0113697,2342282746.0113997,2342277255.021611,2341867611.259526,2223252164.0695033,31396671.52367544,420849.5503926277,74.60293006896973
28.7733,20431983.8039,28.7733,827.9027928899999,23821.495430661835,79718.02663963001,19721882.597861305,20407305.632336363,20431955.030559916,20431955.0306,20431155.90110711,20408162.308469336,20352265.77726037,710101.2060386948,24678.17156363651,28.773340083658695
36.4361,66030621.7563,36.4361,1327.5893832100003,48372.17952557789,411737.1786748266,64218391.98088536,65980885.55129726,66030585.320206046,66030585.3202,66029294.166916795,65982249.576774426,65618884.57762518,1812229.7754146457,49736.205002740026,36.43609395623207
68.1664,1493723041.2658,68.1664,4646.658088959999,316745.95395528286,55111999.42561852,1471810149.0916667,1493401580.487364,1493722973.0994081,1493722973.0994,1493718394.607711,1493406295.3118448,1438611041.8401816,21912892.1741333,321460.7784359455,68.16639184951782
87.0488,5056289284.579,87.0488,7577.49358144,659611.7232720542,461200971.645368,4998203599.336569,5055622008.313333,5056289197.530186,5056289197.5302,5056281707.085419,5055629672.855728,4595088312.933633,58085685.24243164,667276.2656679153,87.04881477355957
96.0161,8246452653.1651,96.0161,9219.09145921,885181.2074566532,1117997926.5288668,8160566509.516827,8245558156.850106,8246452557.149022,8246452557.149,8246443434.073641,8245567471.9576435,7128454726.636233,85886143.64827347,894496.3149938583,96.0160779953003
79.3791,3191807941.5333,79.3791,6301.041516809999,500171.00466701254,204061745.79906222,3151598265.9114137,3191301390.107977,3191807862.154161,3191807862.1542,3191801640.491783,3191307770.528633,2987746195.7342377,40209675.62188625,506551.4253230095,79.3791389465332
78.8007,3077492107.8028,78.8007,6209.550320490001,489316.9119398364,191425090.61120072,3038437987.3571887,3076996502.539886,3077492029.0021462,3077492029.0021,3077485898.2524796,3077002790.8908606,2886067017.1915994,39054120.44561148,495605.26291418076,78.80065393447876
61.2549,876703298.824,61.2549,3752.16277401,229838.35550570514,22602895.294305757,862390921.5681832,876469647.0508496,876703237.5691292,876703237.5691,876699546.661226,876473460.4684943,854100403.5296942,14312377.255816817,233651.77315044403,61.254870772361755
15.4874,952533.2679,15.4874,239.85955875999997,3714.8009303396234,1837.590769956631,891030.5120324995,948563.1199610414,952517.7804501409,952517.7805,952293.40834124,948818.4669696604,950695.6771300434,61502.75586750044,3970.147938958602,15.487449859036133
58.3943,690802620.2215,58.3943,3409.8942724900003,199118.38911606284,15283255.525143234,678972654.5942978,690600033.5438579,690802561.8272465,690802561.8272,690799210.3272276,690603501.832384,675519364.6963568,11829965.627202272,202586.677642107,58.39425349235535
1.0095,5.1443,1.0095,1.01909025,1.0287716073750002,2.0095894040236817,1.048411114552691,2.0869560521977535,4.134817909572753,4.1348,4.12520975,4.115528392625,3.1347105959763186,4.095888885447309,3.057343947802247,1.0094820904272472
65.3455,1209973703.7987,65.3455,4270.03437025,279027.5309411714,38639989.586796276,1191457147.3647974,1209690340.8879137,1209973638.4532251,1209973638.4532,1209969433.76433,1209694676.2677588,1171333714.2119038,18516556.43390274,283362.9107863903,65.3454749584198
90.3531,6089038525.2983,90.3531,8163.6826796099995,737614.0375190702,644214282.4702619,6021646942.331634,6088292657.224998,6089038434.945196,6089038434.9452,6089030361.615621,6088300911.26078,5444824242.828038,67391582.96666622,745868.0733013153,90.35310363769531
72.368,2012685398.1085,72.368,5237.127423999999,379000.4374200319,91651652.53873456,1984873584.5204446,2012301088.1756577,2012685325.7405019,2012685325.7405,2012680160.981076,2012306397.6710799,1921033745.5697656,27811813.588055372,384309.93284225464,72.36799812316895
34.1605,47920819.1066,34.1605,1166.9397602499998,39863.24568002012,260038.96429731944,46518006.35662952,47879754.760681845,47920784.94612211,47920784.946100004,47919652.16683975,47880955.86091998,47660780.142302684,1402812.7499704808,41064.34591815621,34.16047789156437
79.4671,3209494124.9539,79.4671,6315.01998241,501836.3244441737,206049630.8640306,3169106416.764145,3208985894.1423826,3209494045.4868093,3209494045.4867997,3209487809.9339175,3208992288.6294556,3003444494.0898695,40387708.18975496,508230.8115172386,79.46709060668945
50.0707,321129145.1475,50.0707,2507.0749984900003,125531.00012689327,4479368.149775141,314715631.9535792,321001057.0016328,321129095.0767582,321129095.0768,321126638.0725015,321003614.1473731,316649776.99772483,6413513.193920791,128088.1458671689,50.07074177265167
11.2983,201981.0917,11.2983,127.65158288999999,1442.2458789660868,368.7279786614063,184104.96936660033,200399.89598092288,201969.79344277896,201969.7934,201853.44011711,200538.8458210339,201612.3637213386,17876.12233339966,1581.1957190771063,11.298257221031236
67.9275,1467807774.7908,67.9275,4614.145256249999,313427.3518939218,53502845.75127023,1446199328.9203384,1467489665.3661127,1467807706.863263,1467807706.8633,1467803160.6455438,1467494347.4389062,1414304929.0395298,21608445.870461702,318109.42468738556,67.92753720283508
85.3465,4581917108.4741,85.3465,7284.025062250001,621666.0449753198,386759652.7425267,4528231051.950066,4581288073.057551,4581917023.127588,4581917023.1276,4581909824.449038,4581295442.429125,4195157455.7315736,53686056.5240345,629035.416548729,85.34651184082031
89.1274,5687959141.1357,89.1274,7943.693430759999,708000.7418807186,569745362.4010231,5624140842.25107,5687243107.572969,5687959052.008281,5687959052.0083,5687951197.442269,5687251140.39382,5118213778.734677,63818298.8846302,716033.5627307892,89.12741947174072
7.1877,22283.7237,7.1877,51.663031290000006,371.3383700031331,56.110731436648386,19184.465828649463,21853.534630720984,22276.53603201412,22276.536,22232.060668709997,21912.385329996865,22227.61296856335,3099.2578713505354,430.1890692790148,7.187667985879671
29.5893,23474946.1919,29.5893,875.5266744900001,25906.221429486963,96266.23936505058,22681587.896760296,23448134.854503814,23474916.602607794,23474916.6026,23474070.66522551,23449039.970470514,23378679.952534948,793358.2951397039,26811.337396185845,29.58929220587015
40.3182,109247920.1324,40.3182,1625.5572512399997,65539.54236694454,861473.0698236434,106538278.33753788,109180714.71459682,109247879.81421499,109247879.8142,109246294.57514876,109182380.59003305,108386447.06257637,2709641.7948621213,67205.4178031832,40.31818501651287
8.9475,64561.2801,8.9475,80.05775625,716.3167740468749,130.7158811552132,57346.71369443103,63755.95803021545,64552.332560512325,64552.3326,64481.22234375001,63844.963325953126,64430.56421884479,7214.56640556897,805.3220697845536,8.947539487679023
42.5557,142927509.5392,42.5557,1810.9876024900002,77067.84511528371,1288046.4484836406,139568912.05439833,142848588.1507708,142927466.98348856,142927466.9835,142925698.5515975,142850441.69408473,141639463.09071636,3358597.48480168,78921.38842919469,42.555711448192596
70.1788,1726881761.0529,70.1788,4925.06396944,345635.0792985358,70519187.53568976,1702274875.6277559,1726531130.7308319,1726881690.8741,1726881690.8741,1726876835.9889307,1726536125.9736016,1656362573.5172102,24606885.425144196,350630.3220682144,70.17880010604858
29.1553,21814482.1344,29.1553,850.0315180900001,24782.92391936938,87117.50600334484,21066266.441890527,21788820.02363692,21814452.979074378,21814452.9791,21813632.10288191,21789699.21048063,21727364.628396653,748215.6925094724,25662.110763080418,29.1553256213665
28.5025,19495102.8006,28.5025,812.3925062500001,23155.21740939063,74818.92230821247,18811125.10397849,19471106.688189644,19495074.298105285,19495074.2981,19494290.40809375,19471947.58319061,19420283.878291786,683977.6966215111,23996.11241035536,28.50249471515417
53.3792,441645187.1209,53.3792,2849.3389926399996,152095.43595592905,7421459.192992465,433371456.27180845,441490188.96678716,441645133.7417357,441645133.7417,441642337.7819073,441493091.68494403,434223727.9279075,8273730.84909153,154998.15411281586,53.37916427850723
59.6506,768097653.8379,59.6506,3558.1940803599996,212248.4118099222,18180677.877911836,755221042.4678766,767881787.5813855,768097594.1872758,768097594.1873001,768094095.6438197,767885405.4260901,749916975.9599882,12876611.370023489,215866.25651454926,59.65062427520752
7.8716,34618.3098,7.8716,61.962086559999996,487.74076056569595,78.472816810822,30221.435225011886,34060.735395880816,34610.43824300651,34610.438200000004,34556.34771344,34130.569039434304,34539.83698318918,4396.874574988116,557.5744041191865,7.8715569934938685
28.1493,18325124.5971,28.1493,792.38309049,22305.029329130157,68834.84597045374,17674128.073286247,18301999.03538073,18325096.44780035,18325096.4478,18324332.214009512,18302819.567770872,18256289.751129545,650996.5238137543,23125.561719272286,28.149299651384354
77.999,2924483150.8852,77.999,6083.8440009999995,474533.74823399895,175088222.77585492,2886989297.4654584,2924002455.293962,2924483072.886197,2924483072.8862,2924477067.041199,2924008617.136966,2749394928.109345,37493853.41974163,480695.59123802185,77.9990029335022
32.7214,38693579.1187,32.7214,1070.6900179600002,35034.47635367636,192243.6019428396,37511064.11633694,38657441.23089612,38693546.39726776,38693546.3973,38692508.42868204,38658544.64234632,38501335.51675716,1182515.002363056,36137.88780387491,32.721432238817215
