x1,x2,y
1.0,1.0495,0.8381
1.099,1.1486,0.73
1.1981,1.2476,0.5916
1.2971,1.3467,0.4279
1.3962,1.4457,0.2457
1.4952,1.5448,0.0518
1.5943,1.6438,-0.1458
1.6933,1.7429,-0.3399
1.7924,1.8419,-0.5225
1.8914,1.941,-0.6867
1.9905,2.04,-0.8259
2.0895,2.1391,-0.9348
2.1886,2.2381,-1.0089
2.2876,2.3372,-1.0457
2.3867,2.4362,-1.0434
2.4857,2.5353,-1.0023
2.5848,2.6343,-0.9238
2.6838,2.7334,-0.8113
2.7829,2.8324,-0.6688
2.8819,2.9315,-0.5023
2.981,3.0305,-0.3178
3.08,3.1296,-0.1231
3.1791,3.2286,0.0747
3.2781,3.3277,0.2675
3.3772,3.4267,0.448
3.4762,3.5258,0.6089
3.5753,3.6248,0.7442
3.6743,3.7239,0.8483
3.7734,3.8229,0.9175
3.8724,3.922,0.9486
3.9715,4.021,0.9409
4.0705,4.1201,0.8943
4.1696,4.2191,0.8109
4.2686,4.3182,0.6937
4.3677,4.4172,0.5476
4.4667,4.5163,0.378
4.5658,4.6153,0.1918
4.6648,4.7144,-0.004
4.7639,4.8134,-0.2014
4.8629,4.9125,-0.3931
4.962,5.0115,-0.5711
5.061,5.1106,-0.7289
5.1601,5.2096,-0.8599
5.2591,5.3087,-0.9595
5.3582,5.4077,-1.0232
5.4572,5.5068,-1.0491
5.5563,5.6058,-1.0356
5.6553,5.7049,-0.9838
5.7544,5.8039,-0.8953
5.8534,5.903,-0.7738
5.9525,6.002,-0.6239
6.0515,6.1011,-0.4516
6.1506,6.2001,-0.2635
6.2496,6.2991,-0.0671
6.3487,6.3982,0.1301
6.4477,6.4972,0.3201
6.5468,6.5963,0.4958
6.6458,6.6953,0.65
6.7449,6.7944,0.7771
6.8439,6.8934,0.8716
6.943,6.9925,0.9303
7.042,7.0915,0.9505
7.1411,7.1906,0.9317
7.2401,7.2896,0.8745
7.3392,7.3887,0.7811
7.4382,7.4877,0.6553
7.5373,7.5868,0.5018
7.6363,7.6858,0.3269
7.7354,7.7849,0.1371
7.8344,7.8839,-0.0598
7.9335,7.983,-0.2565
8.0325,8.082,-0.4449
8.1316,8.1811,-0.618
8.2306,8.2801,-0.7687
8.3297,8.3792,-0.8915
8.4287,8.4782,-0.9811
8.5278,8.5773,-1.0344
8.6268,8.6763,-1.0492
8.7259,8.7754,-1.0248
8.8249,8.8744,-0.9623
8.924,8.9735,-0.8641
9.023,9.0725,-0.7341
9.1221,9.1716,-0.5772
9.2211,9.2706,-0.3997
9.3202,9.3697,-0.2085
9.4192,9.4687,-0.0111
9.5183,9.5678,0.1849
9.6173,9.6668,0.3715
9.7164,9.7659,0.5419
9.8154,9.8649,0.689
9.9145,9.964,0.8073
10.0135,10.063,0.892
10.1126,10.1621,0.9399
10.2116,10.2611,0.9492
10.3107,10.3602,0.9193
10.4097,10.4592,0.8516
10.5088,10.5583,0.7486
10.6078,10.6573,0.6144
10.7069,10.7564,0.4542
10.8059,10.8554,0.2744
10.905,10.9545,0.0818
11.004,11.0535,-0.1158
11.1031,11.1526,-0.311
11.2021,11.2516,-0.4957
11.3012,11.3507,-0.6632
11.4002,11.4497,-0.8065
11.4992,11.5488,-0.9204
11.5983,11.6478,-1.0
11.6973,11.7469,-1.0427
11.7964,11.8459,-1.0463
11.8954,11.945,-1.0111
11.9945,12.044,-0.9381
12.0935,12.1431,-0.8305
12.1926,12.2421,-0.6922
12.2916,12.3412,-0.529
12.3907,12.4402,-0.3468
12.4897,12.5393,-0.1531
12.5888,12.6383,0.0447
12.6878,12.7374,0.2387
12.7869,12.8364,0.4216
12.8859,12.9355,0.5859
12.985,13.0345,0.7255
13.084,13.1336,0.8347
13.1831,13.2326,0.9094
13.2821,13.3317,0.9464
13.3812,13.4307,0.9447
13.4802,13.5298,0.9038
13.5793,13.6288,0.8259
13.6783,13.7279,0.7135
13.7774,13.8269,0.5715
13.8764,13.926,0.405
13.9755,14.025,0.2209
14.0745,14.1241,0.0261
14.1736,14.2231,-0.1715
14.2726,14.3222,-0.3646
14.3717,14.4212,-0.5451
14.4707,14.5203,-0.7065
14.5698,14.6193,-0.8419
14.6688,14.7184,-0.9465
14.7679,14.8174,-1.0159
14.8669,14.9165,-1.0477
14.966,15.0155,-1.0402
15.065,15.1146,-0.9942
15.1641,15.2136,-0.911
15.2631,15.3127,-0.7943
15.3622,15.4117,-0.6483
15.4612,15.5108,-0.4791
15.5603,15.6098,-0.2928
15.6593,15.7089,-0.0973
15.7584,15.8079,0.1003
15.8574,15.907,0.2919
15.9565,16.006,0.4703
16.0555,16.1051,0.6282
16.1546,16.2041,0.7597
16.2536,16.3032,0.8594
16.3527,16.4022,0.9238
16.4517,16.5013,0.9499
16.5508,16.6003,0.937
16.6498,16.6993,0.8856
16.7489,16.7984,0.7975
16.8479,16.8974,0.6763
16.947,16.9965,0.5267
17.046,17.0955,0.3546
17.1451,17.1946,0.1666
17.2441,17.2936,-0.0297
17.3432,17.3927,-0.2269
17.4422,17.4917,-0.417
17.5413,17.5908,-0.593
17.6403,17.6898,-0.7475
17.7394,17.7889,-0.8748
17.8384,17.8879,-0.9698
17.9375,17.987,-1.0288
18.0365,18.086,-1.0495
18.1356,18.1851,-1.031
18.2346,18.2841,-0.9742
18.3337,18.3832,-0.8812
18.4327,18.4822,-0.7557
18.5318,18.5813,-0.6025
18.6308,18.6803,-0.4278
18.7299,18.7794,-0.2382
18.8289,18.8784,-0.0413
18.928,18.9775,0.1554
19.027,19.0765,0.344
19.1261,19.1756,0.5173
19.2251,19.2746,0.6683
19.3242,19.3737,0.7913
19.4232,19.4727,0.8814
19.5223,19.5718,0.9351
19.6213,19.6708,0.9503
19.7204,19.7699,0.9263
19.8194,19.8689,0.8643
19.9185,19.968,0.7664
20.0175,20.067,0.6367
20.1166,20.1661,0.48
20.2156,20.2651,0.3028
20.3147,20.3642,0.1116
20.4137,20.4632,-0.0857
20.5128,20.5623,-0.2817
20.6118,20.6613,-0.4685
20.7109,20.7604,-0.6391
20.8099,20.8594,-0.7865
20.909,20.9585,-0.9051
21.008,21.0575,-0.9902
21.1071,21.1566,-1.0386
21.2061,21.2556,-1.0482
21.3052,21.3547,-1.0188
21.4042,21.4537,-0.9515
21.5033,21.5528,-0.8488
21.6023,21.6518,-0.715
21.7014,21.7509,-0.555
21.8004,21.8499,-0.3754
21.8994,21.949,-0.1831
21.9985,22.048,0.0147
22.0975,22.1471,0.2097
22.1966,22.2461,0.3948
22.2956,22.3452,0.5624
22.3947,22.4442,0.7061
22.4937,22.5433,0.8202
22.5928,22.6423,0.9004
22.6918,22.7414,0.9432
22.7909,22.8404,0.9475
22.8899,22.9395,0.9125
22.989,23.0385,0.8401
23.088,23.1376,0.7327
23.1871,23.2366,0.5949
23.2861,23.3357,0.4317
23.3852,23.4347,0.2498
23.4842,23.5338,0.0561
23.5833,23.6328,-0.1416
23.6823,23.7319,-0.3358
23.7814,23.8309,-0.5187
23.8804,23.93,-0.6834
23.9795,24.029,-0.8231
24.0785,24.1281,-0.9328
24.1776,24.2271,-1.0077
24.2766,24.3262,-1.0454
24.3757,24.4252,-1.0438
24.4747,24.5243,-1.0036
24.5738,24.6233,-0.9259
24.6728,24.7224,-0.8141
24.7719,24.8214,-0.6722
24.8709,24.9205,-0.5061
24.97,25.0195,-0.322
25.069,25.1186,-0.1274
25.1681,25.2176,0.0704
25.2671,25.3167,0.2634
25.3662,25.4157,0.4443
25.4652,25.5148,0.6057
25.5643,25.6138,0.7416
25.6633,25.7129,0.8464
25.7624,25.8119,0.9164
25.8614,25.911,0.9484
25.9605,26.01,0.9415
26.0595,26.1091,0.8957
26.1586,26.2081,0.8131
26.2576,26.3072,0.6966
26.3567,26.4062,0.5511
26.4557,26.5053,0.3818
26.5548,26.6043,0.196
26.6538,26.7034,0.0003
26.7529,26.8024,-0.1972
26.8519,26.9015,-0.389
26.951,27.0005,-0.5674
27.05,27.0995,-0.7256
27.1491,27.1986,-0.8574
27.2481,27.2976,-0.9575
27.3472,27.3967,-1.0222
27.4462,27.4957,-1.0488
27.5453,27.5948,-1.0363
27.6443,27.6938,-0.9853
27.7434,27.7929,-0.8976
27.8424,27.8919,-0.7768
27.9415,27.991,-0.6274
28.0405,28.09,-0.4556
28.1396,28.1891,-0.2677
28.2386,28.2881,-0.0714
28.3377,28.3872,0.1258
28.4367,28.4862,0.3161
28.5358,28.5853,0.4922
28.6348,28.6843,0.647
28.7339,28.7834,0.7746
28.8329,28.8824,0.87
28.932,28.9815,0.9294
29.031,29.0805,0.9505
29.1301,29.1796,0.9325
29.2291,29.2786,0.8761
29.3282,29.3777,0.7834
29.4272,29.4767,0.6583
29.5263,29.5758,0.5054
29.6253,29.6748,0.3309
29.7244,29.7739,0.1413
29.8234,29.8729,-0.0555
29.9225,29.972,-0.2523
30.0215,30.071,-0.441
30.1206,30.1701,-0.6145
30.2196,30.2691,-0.7657
30.3187,30.3682,-0.8891
30.4177,30.4672,-0.9796
30.5168,30.5663,-1.0337
30.6158,30.6653,-1.0493
30.7149,30.7644,-1.0258
30.8139,30.8634,-0.9641
30.913,30.9625,-0.8666
31.012,31.0615,-0.7372
31.1111,31.1606,-0.5808
31.2101,31.2596,-0.4038
31.3092,31.3587,-0.2127
31.4082,31.4577,-0.0154
31.5073,31.5568,0.1807
31.6063,31.6558,0.3676
31.7054,31.7549,0.5384
31.8044,31.8539,0.686
31.9035,31.953,0.8051
32.0025,32.052,0.8905
32.1016,32.1511,0.9393
32.2006,32.2501,0.9494
32.2996,32.3492,0.9203
32.3987,32.4482,0.8535
32.4977,32.5473,0.7511
32.5968,32.6463,0.6176
32.6958,32.7454,0.4579
32.7949,32.8444,0.2785
32.8939,32.9435,0.086
32.993,33.0425,-0.1115
33.092,33.1416,-0.3068
33.1911,33.2406,-0.4919
33.2901,33.3397,-0.6598
33.3892,33.4387,-0.8037
33.4882,33.5378,-0.9183
33.5873,33.6368,-0.9987
33.6863,33.7359,-1.0421
33.7854,33.8349,-1.0466
33.8844,33.934,-1.0122
33.9835,34.033,-0.94
34.0825,34.1321,-0.8332
34.1816,34.2311,-0.6955
34.2806,34.3302,-0.5327
34.3797,34.4292,-0.3509
34.4787,34.5283,-0.1574
34.5778,34.6273,0.0405
34.6768,34.7264,0.2346
34.7759,34.8254,0.4178
34.8749,34.9245,0.5826
34.974,35.0235,0.7228
35.073,35.1226,0.8326
35.1721,35.2216,0.9082
35.2711,35.3207,0.946
35.3702,35.4197,0.9451
35.4692,35.5188,0.9051
35.5683,35.6178,0.828
35.6673,35.7169,0.7163
35.7664,35.8159,0.5749
35.8654,35.915,0.4089
35.9645,36.014,0.2251
36.0635,36.1131,0.0304
36.1626,36.2121,-0.1673
36.2616,36.3112,-0.3605
36.3607,36.4102,-0.5414
36.4597,36.5093,-0.7032
36.5588,36.6083,-0.8393
36.6578,36.7074,-0.9446
36.7569,36.8064,-1.0148
36.8559,36.9055,-1.0474
36.955,37.0045,-1.0408
37.054,37.1036,-0.9956
37.1531,37.2026,-0.9132
37.2521,37.3017,-0.7972
37.3512,37.4007,-0.6517
37.4502,37.4997,-0.4829
37.5493,37.5988,-0.297
37.6483,37.6978,-0.1016
37.7474,37.7969,0.0961
37.8464,37.8959,0.2878
37.9455,37.995,0.4666
38.0445,38.094,0.625
38.1436,38.1931,0.7572
38.2426,38.2921,0.8577
38.3417,38.3912,0.9228
38.4407,38.4902,0.9498
38.5398,38.5893,0.9377
38.6388,38.6883,0.8871
38.7379,38.7874,0.7997
38.8369,38.8864,0.6793
38.936,38.9855,0.5302
39.035,39.0845,0.3586
39.1341,39.1836,0.1708
39.2331,39.2826,-0.0254
39.3322,39.3817,-0.2227
39.4312,39.4807,-0.413
39.5303,39.5798,-0.5894
39.6293,39.6788,-0.7444
39.7284,39.7779,-0.8724
39.8274,39.8769,-0.9681
39.9265,39.976,-1.0279
40.0255,40.075,-1.0494
40.1246,40.1741,-1.0318
40.2236,40.2731,-0.9759
40.3227,40.3722,-0.8836
40.4217,40.4712,-0.7588
40.5208,40.5703,-0.6061
40.6198,40.6693,-0.4318
40.7189,40.7684,-0.2424
40.8179,40.8674,-0.0456
40.917,40.9665,0.1512
41.016,41.0655,0.34
41.1151,41.1646,0.5138
41.2141,41.2636,0.6653
41.3132,41.3627,0.789
41.4122,41.4617,0.8798
41.5113,41.5608,0.9343
41.6103,41.6598,0.9504
41.7094,41.7589,0.9273
41.8084,41.8579,0.866
41.9075,41.957,0.7689
42.0065,42.056,0.6398
42.1056,42.1551,0.4837
42.2046,42.2541,0.3068
42.3037,42.3532,0.1159
42.4027,42.4522,-0.0814
42.5018,42.5513,-0.2776
42.6008,42.6503,-0.4646
42.6998,42.7494,-0.6356
42.7989,42.8484,-0.7836
42.8979,42.9475,-0.9029
