x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals
64.7207,74648640494.56302,64.7207,5499951.086711333,2308023513.3348107,71205145.97391361,74222521421.54703,74221563249.12277,74630819355.25935,74648636241.1282,74648640429.84232,74643140543.4763,72340616981.22821,74577435348.58911,426119073.0159912,427077245.4402466,17821139.30366516,4253.434814453125
88.5045,486101636039.9993,88.5045,374841317.8786723,47349456071.08883,54724403742.18783,485723977917.43164,485717236880.4662,486039578240.7942,486101628118.44836,486101635951.4948,485726794722.12067,438752179968.9105,431377232297.8115,377658122.567688,384399159.5331421,62057799.20513916,7921.550964355469
39.5495,3926162149.293309,39.5495,46830.857404047114,29560498.015336413,62879.57220168871,3860267134.768883,3860223186.6691785,3923652077.967966,3926160545.565501,3926162109.743809,3926115318.435905,3896601651.2779727,3926099269.7211075,65895014.52442598,65938962.624130726,2510071.325343132,1603.7278079986572
58.0811,39061732039.91267,58.0811,1622061.0229740723,849694143.4748816,11141251.050768249,38759169595.992676,38758682223.6885,39050152753.56383,39061728608.381,39061731981.831566,39060109978.889694,38212037896.43778,39050590788.8619,302562443.91999054,303049816.22416687,11579286.348838806,3431.531669616699
15.0721,12556176.704025991,15.0721,258.740906543335,23679.74356896534,67.4040483198274,11798441.872909792,11798342.786489647,12500905.162513588,12555934.454685688,12556161.63192599,12555917.963119447,12532496.960457025,12556109.299977671,757734.8311161995,757833.9175363444,55271.54151240364,242.2493403032422
57.2883,35978529777.73988,57.2883,1399899.430372222,749697983.3931283,8927794.046470154,35690035659.059204,35689588397.70371,35967567229.90411,35978526438.5198,35978529720.451584,35977129878.30951,35228831794.346756,35969601983.69341,288494118.6806793,288941380.03617096,10962547.835769653,3339.220085144043
53.6216,24222241588.96318,53.6216,705145.4732800511,412560524.5212698,3205282.7767460966,23995077217.18231,23994781428.358818,24213817271.12464,24222238660.022377,24222241535.34158,24221536443.4899,23809681064.44191,24219036306.186436,227164371.78087234,227460160.6043625,8424317.838539124,2928.940803527832
48.6667,13564637843.445951,48.6667,275636.2032113988,174630226.9700483,802956.9266329426,13408355026.242779,13408193765.141006,13558910617.318874,13564635426.307022,13564637794.779251,13564362207.24274,13390007616.475903,13563834886.519318,156282817.20317268,156444078.304945,5727226.127077103,2417.1389293670654
3.6757,3386.591154820313,3.6757,16.838608246284448,20.010956862940635,2.7923495057624237,2473.8610545904035,2473.8510852564555,3137.2341216232453,3369.4365799467932,3382.9154548203132,3369.7525465740287,3366.5801979573725,3383.7988053145505,912.7301002299096,912.7400695638576,249.35703319706772,17.154574873519778
86.4234,421543680194.5792,86.4234,261165851.59275547,37374130224.87671,30597279948.152725,421076603847.91754,421070791025.8749,421487241120.68066,421543672639.16797,421543680108.1558,421282514342.98645,384169549969.7025,390946400246.4265,467076346.6616821,472889168.7043457,56439073.89855957,7555.4112548828125
70.964,129536446589.71655,70.964,17017013.370049372,5501512457.537937,407385939.6945724,129002888041.72963,129001185907.21141,129510723935.0109,129536441482.86046,129536446518.75255,129519429576.3465,124034934132.17862,129129060650.02199,533558547.9869232,535260682.5051422,25722654.70565796,5106.856094360352
4.0721,6042.253657420168,4.0721,18.17465498436362,29.248283147918148,3.119354080943571,4574.573285031518,4574.55339973138,5679.106071471412,6021.5922984660165,6038.181557420167,6024.079002435804,6013.005374272249,6039.134303339224,1467.6803723886496,1467.700257688788,363.1475859487555,20.661358954151183
50.1532,16238231943.43261,50.1532,365950.8321855917,227566235.88662824,1216320.759337798,16062267469.5447,16062072794.005024,16231776272.613024,16238229377.910435,16238231893.27941,16237865992.600424,16010665707.54598,16237015622.673271,175964473.88790894,176159149.4275856,6455670.8195858,2565.522174835205
78.6937,240543681231.68524,78.6937,67390434.01524165,14886257273.312101,3530566759.5693674,239947776544.5724,239944533743.31525,240504838120.1863,240543674960.25516,240543681152.99155,240476290797.67,225657423958.37314,237013114472.11588,595904687.112854,599147488.3699951,38843111.498931885,6271.430084228516
95.8378,783026354147.1721,95.8378,1325189870.388007,105344072827.45511,424545783299.332,783249406896.4036,783238343687.4861,782941102514.9542,783026344866.4402,783026354051.3344,781701164276.784,677682281319.717,358480570847.84015,223052749.2314453,211989540.31396484,85251632.21789551,9280.73193359375
69.6757,116082376105.38258,69.6757,13497755.30416205,4622161049.111335,284248129.2313968,115568683147.27783,115567164825.67838,116058464783.27626,116082371180.99153,116082376035.70688,116068878350.07841,111460215056.27126,115798127976.15118,513692958.1047516,515211279.7042084,23911322.106323242,4924.391052246094
