x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_21_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals,Model_21_Residuals
64.6888,64.7384,1.2323624365166237,64.6888,0.959337517329009,0.959337517329009,0.9097375173290109,1.1342675170756955,1.1342675170756955,1.1351372142852116,1.1342783148414182,1.1342675170756955,1.1158818361092586,1.1166054830391328,1.1118076210756955,1.1091566026641744,1.112528778248859,1.1176514987690684,1.1107211307776443,1.110723315082498,1.109886592539625,1.1102485180197057,1.109662613927927,1.1098985623780766,63.45643756348338,0.27302491918761473,0.27302491918761473,0.3226249191876128,0.09809491944092819,0.09809491944092819,0.09722522223141206,0.09808412167520553,0.09809491944092819,0.11648060040736508,0.11575695347749093,0.12055481544092816,0.12320583385244932,0.1198336582677646,0.11471093774755525,0.12164130573897936,0.1216391214341257,0.12247584397699862,0.122113918496918,0.1226998225886966,0.12246387413854709
88.4607,88.5103,-0.4439952343122169,88.4607,0.4760043416426587,0.4760043416426587,0.4264043416426606,-0.3957991199734865,-0.3957991199734865,-0.39602104492265244,-0.39581868035377965,-0.3957991199734865,-0.4129402737090747,-0.41266181895577403,-0.41825901597348647,-0.42187262360674965,-0.41771039903392876,-0.41156787938184514,-0.4193633653082653,-0.4193611810034116,-0.4209263254943315,-0.42004846622791997,-0.42075720637408226,-0.4209133608783835,88.90469523431221,0.9199995759548756,0.9199995759548756,0.8703995759548775,0.04819611433873039,0.04819611433873039,0.04797418938956444,0.04817655395843723,0.04819611433873039,0.031054960603142168,0.03133341535644285,0.02573621833873041,0.022122610705467227,0.02628483527828812,0.03242735493037174,0.02463186900395159,0.024634053308805304,0.02306890881788537,0.02394676808429691,0.02323802793813462,0.02308187343383339
39.5303,39.5798,1.6600222171859529,39.5303,0.9662891720463083,0.9662891720463083,0.9167891720463064,1.8548351474989606,1.8548351474989606,1.857157779500266,1.8548744879725143,1.8548351474989606,1.8270461180981623,1.8282379812544347,1.8323752514989606,1.8320039562158434,1.8325680748010453,1.8299456704318964,1.8313770432685803,1.831379227573434,1.8313718235501038,1.8318510700954724,1.831771319437601,1.8313798647189254,37.87027778281404,0.6937330451396446,0.6937330451396446,0.7432330451396465,0.19481293031300773,0.19481293031300773,0.19713556231431317,0.19485227078656142,0.19481293031300773,0.16702390091220942,0.16821576406848182,0.17235303431300775,0.17198173902989056,0.17254585761509245,0.1699234532459435,0.17135482608262742,0.17135701038748108,0.17134960636415086,0.17182885290951955,0.1717491022516482,0.17135764753297256
58.0525,58.1021,1.91046950368284,58.0525,0.9977587429370073,0.9977587429370073,0.9481587429370092,1.9752194247659167,1.9752194247659167,1.976907050337053,1.9752207369007038,1.9752194247659167,1.9769212473689604,1.9777744659653338,1.9527595287659167,1.9505179902226153,1.953182990813648,1.9789274276756608,1.9516837535891622,1.951685937894016,1.94585013251825,1.9481494959127996,1.9460832014618337,1.9459059820291258,56.14203049631716,0.9127107607458328,0.9127107607458328,0.9623107607458309,0.06474992108307664,0.06474992108307664,0.06643754665421286,0.06475123321786369,0.06474992108307664,0.06645174368612028,0.06730496228249372,0.042290025083076666,0.04004848653977522,0.042713487130807914,0.06845792399282069,0.041214249906322165,0.04121643421117582,0.03538062883540993,0.03767999222995955,0.03561369777899359,0.035436478346285716
15.065,15.1146,1.280412567579721,15.065,0.5995696405634602,0.5995696405634602,0.5499696405634603,1.373567298343846,1.373567298343846,1.378089630769857,1.375507839284391,1.3735672983500153,1.3182295804031137,1.3201240746232807,1.3511074023500154,1.3602554695718578,1.348812671722658,1.325642492375394,1.351578640395991,1.3515808247008447,1.346335261723553,1.3471084050208013,1.345411722632423,1.3464761575434119,13.784587432420278,0.6808429270162609,0.6808429270162609,0.7304429270162608,0.09315473076412495,0.09315473076412495,0.0976770631901358,0.0950952717046698,0.09315473077029424,0.03781701282339256,0.039711507043559635,0.07069483477029426,0.07984290199213673,0.06840010414293696,0.04522992479567289,0.07116607281626997,0.07116825712112362,0.06592269414383178,0.06669583744108021,0.06499915505270182,0.06606358996369077
57.2601,57.3097,-0.4470491715686253,57.2601,0.6529192548100552,0.6529192548100552,0.6033192548100571,-0.3381954557374598,-0.3381954557374598,-0.33848840832756316,-0.33822504590279884,-0.3381954557374598,-0.3505630494984153,-0.3499767933358221,-0.3606553517374598,-0.3628416535452352,-0.36020983126564726,-0.3484565413809158,-0.36172952521268126,-0.36172734090782754,-0.36955927684308437,-0.3666758856606123,-0.36945170650412484,-0.36948542644427457,57.707149171568624,1.0999684263786804,1.0999684263786804,1.0503684263786823,0.10885371583116549,0.10885371583116549,0.10856076324106212,0.10882412566582644,0.10885371583116549,0.09648612207020996,0.09707237823280318,0.08639381983116551,0.0842075180233901,0.08683934030297802,0.09859263018770947,0.08531964635594402,0.08532183066079774,0.07748989472554091,0.08037328590801296,0.07759746506450044,0.07756374512435071
53.5953,53.6448,-0.0929086028382007,53.5953,-0.18711543179722914,-0.18711543179722914,-0.2366154317972239,-0.12146632754301939,-0.12146632754301939,-0.121578512440079,-0.12148673341312861,-0.12146632754301939,-0.1157611723763706,-0.11592587295094242,-0.1439262235430194,-0.14583581332309714,-0.14309310797291466,-0.11369199758862589,-0.144991789516536,-0.1449896052116823,-0.13939849784224104,-0.14119201149118776,-0.1396420623583046,-0.13944357431319093,53.6882086028382,0.09420682895902845,0.09420682895902845,0.1437068289590232,0.028557724704818696,0.028557724704818696,0.028669909601878305,0.028578130574927918,0.028557724704818696,0.0228525695381699,0.023017270112741725,0.0510176207048187,0.052927210484896445,0.050184505134713966,0.02078339475042519,0.052083186678335294,0.05208100237348161,0.04648989500404034,0.04828340865298707,0.046733459520103895,0.046534971474990236
48.6428,48.6923,-0.1098652777393462,48.6428,-0.9986542166873409,-0.9986542166873409,-1.0481542166873428,-0.17810332431284415,-0.17810332431284415,-0.1782845662346391,-0.17810342554486502,-0.17810332431284415,-0.17808228917401858,-0.1790984219897291,-0.20056322031284415,-0.20203262454646556,-0.20031848725263082,-0.1756903672097125,-0.20161300369434212,-0.20161081938948844,-0.20631033023416712,-0.20433268792765977,-0.20608615728932522,-0.20625560995171857,48.75266527773935,0.8887889389479947,0.8887889389479947,0.9382889389479966,0.06823804657349794,0.06823804657349794,0.06841928849529288,0.06823814780551882,0.06823804657349794,0.06821701143467238,0.0692331442503829,0.09069794257349795,0.09216734680711935,0.09045320951328462,0.0658250894703663,0.09174772595499592,0.09174554165014223,0.09644505249482091,0.09446741018831356,0.09622087954997902,0.09639033221237236
3.6743,3.7239,0.4835767566692015,3.6743,-0.5078674032673537,-0.5078674032673537,-0.5574674032673536,0.4559739482527365,0.4559739482527365,0.4621292180546949,0.468799103447575,0.47888634478412034,0.43747079884206636,0.43089321425480065,0.45642644878412036,0.49034508215606504,0.45347551806408853,0.4678552429345384,0.485406583830336,0.48540876813518974,0.5304305062875229,0.49688090651548966,0.5343721529485632,0.519051160347224,3.1907232433307984,0.9914441599365552,0.9914441599365552,1.041044159936555,0.027602808416465008,0.027602808416465008,0.0214475386145066,0.014777653221626497,0.0046904118850811805,0.04610595782713517,0.052683542414400875,0.02715030788508116,0.006768325486863513,0.03010123860511299,0.01572151373466313,0.0018298271611345007,0.0018320114659882147,0.04685374961832134,0.013304149846288138,0.05079539627936169,0.03547440367802246
86.3807,86.4302,-1.5136080356129644,86.3807,-0.9999142227685411,-0.9999142227685411,-1.049414222768536,-1.5035984426852915,-1.5035984426852915,-1.5044600717634642,-1.5035984599695928,-1.5035984426852915,-1.506309620214456,-1.506883648916594,-1.5260583386852915,-1.5296088719646446,-1.5254565745576905,-1.5049600902488056,-1.5271618034238323,-1.5271596191189787,-1.5321179479567497,-1.5302382413554845,-1.5321792176057318,-1.5320851727608586,87.89430803561297,0.5136938128444233,0.5136938128444233,0.4641938128444285,0.010009592927672895,0.010009592927672895,0.009147963849500229,0.010009575643371571,0.010009592927672895,0.0072984153985085065,0.006724386696370432,0.012450303072327085,0.016000836351680148,0.01184853894472604,0.008647945364158804,0.013553767810867923,0.013551583506014264,0.018509912343785295,0.016630205742520054,0.018571181992767416,0.01847713714789423
