x1,x2,y
1.35,1.7825,0.5207365024696903
1.4861,1.0262,2.161878861810834
1.9331,1.2465,2.069317108948138
1.1295,2.1064,-0.24567523330113206
1.7949,2.7585,1.9288630047348463
2.7341,1.9937,-0.5296068657714266
2.9816,1.8891,-0.13321457579915427
2.695,1.6993,0.5907891349459917
2.2616,2.9515,1.1310633969099195
2.5413,2.8845,1.3790181509285864
2.1315,1.5401,1.4553662036615855
1.2525,1.3215,1.5060867464728118
1.8337,2.4911,1.2147140588176288
2.8072,2.0951,-0.7436006043156261
1.6139,2.3115,0.6145113067738533
1.0341,1.1653,2.023224162293173
2.4687,2.631,1.5898701387571728
2.0943,2.5997,1.320882407198204
1.5838,1.4535,1.5503716580550906
2.3273,2.2706,-0.1472593853093868
