x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals
64.7207,1.069029289721357,64.7207,0.9498468296837977,0.9498468296837977,0.859153643525749,0.5656966042536901,0.725040308248657,0.725040308248657,0.7580624931600779,0.7249656525382878,0.725040308248657,0.7684285640456194,0.753372624438514,0.7913259049198379,0.7874471425754573,63.65167071027864,0.11918246003755917,0.11918246003755917,0.20987564619560795,0.5033326854676669,0.34398898147269996,0.34398898147269996,0.310966796561279,0.3440636371830691,0.34398898147269996,0.3006007256757375,0.31565666528284286,0.277703384801519,0.2815821471458996
88.5045,-0.4359087550153833,88.5045,0.514055106997532,0.514055106997532,-0.3245202459784892,0.31419167270677956,-0.4856287936734325,-0.4856287936734325,-0.4677572566345777,-0.48551928874982186,-0.4856287936734325,-0.482152585925433,-0.47029540372537804,-0.4637571905341421,-0.46446482293567287,88.94040875501538,0.9499638620129153,0.9499638620129153,0.11138850903689407,0.7501004277221628,0.04972003865804919,0.04972003865804919,0.03184850161919439,0.04961053373443858,0.04972003865804919,0.04624383091004969,0.03438664870999475,0.02784843551875882,0.028556067920289585
39.5495,1.8927025108301716,39.5495,0.9611681583002663,0.9611681583002663,0.9979854651280332,2.4588683357445773,1.9586770550777821,1.9586770550777821,1.9920928350356175,1.9585006263037632,1.9586770550352965,1.960046953309069,1.987347067225917,1.9822739385518833,1.982367244588863,37.65679748916983,0.9315343525299054,0.9315343525299054,0.8947170457021384,0.5661658249144057,0.06597454424761051,0.06597454424761051,0.09939032420544591,0.0657981154735916,0.06597454420512494,0.06734444247889737,0.09464455639574543,0.08957142772171167,0.08966473375869133
58.0811,1.8414387495095597,58.0811,0.9992641884992349,0.9992641884992349,0.796942526799054,2.206702428650328,1.7675119962605952,1.7675119962605952,1.8022522151851217,1.7675233659529468,1.7675119962605954,1.7924093635534915,1.7973183482544066,1.8192798245858137,1.8170407198012406,56.23966125049044,0.8421745610103247,0.8421745610103247,1.0444962227105057,0.3652636791407684,0.07392675324896447,0.07392675324896447,0.03918653432443797,0.07391538355661287,0.07392675324896425,0.049029385956068205,0.04412040125515304,0.022158924923745937,0.024398029708319058
15.0721,0.3863700366717663,15.0721,0.59387228583439,0.59387228583439,-0.18985191848437558,1.0421598815756972,0.2625882976251447,0.2625882976251447,0.28323474274000593,0.2590466076744836,0.26244173424775813,0.24931030352483746,0.28017731023582515,0.24194154020418193,0.24425454884368467,14.685729963328235,0.20750224916262372,0.20750224916262372,0.5762219551561418,0.6557898449039309,0.1237817390466216,0.1237817390466216,0.10313529393176035,0.12732342899728266,0.12392830242400815,0.13705973314692882,0.10619272643594113,0.14442849646758435,0.14211548782808162
57.2883,0.7014920078252709,57.2883,0.6740162834291383,0.6740162834291383,0.9998321992674154,0.39767676613719305,0.9459230290332611,0.9459230290332611,0.9693557443397018,0.9461481137060249,0.9459230290332656,0.9081343687734892,0.9660277889402729,0.9322660647003274,0.9354668742691346,56.58680799217473,0.02747572439613255,0.02747572439613255,0.2983401914421445,0.30381524168807783,0.2444310212079902,0.2444310212079902,0.26786373651443096,0.24465610588075404,0.24443102120799476,0.2066423609482183,0.264535781115002,0.23077405687505648,0.23397486644386367
53.6216,0.357588362300116,53.6216,-0.2128832319812337,-0.2128832319812337,0.4294541780105719,-0.10029212006268585,0.5906655600373821,0.5906655600373821,0.583264504170969,0.5903257395637235,0.5906655600373336,0.6116697099648536,0.5843156151288487,0.5972421087497263,0.5957925039103416,53.26401163769989,0.5704715942813496,0.5704715942813496,0.07186581571045592,0.4578804823628018,0.23307719773726615,0.23307719773726615,0.225676141870853,0.2327373772636075,0.23307719773721763,0.2540813476647376,0.22672725282873268,0.2396537464496103,0.23820414161022557
48.6667,-1.432565596282644,48.6667,-0.9996084138051439,-0.9996084138051439,-0.9440599811518211,-2.5882177134345787,-1.9419762534262461,-1.9419762534262461,-1.9767284396189129,-1.9419880681172286,-1.9419762534262697,-1.9526294211005146,-1.9717928730757641,-1.9794658925052488,-1.9785358149622068,50.09926559628264,0.43295718247750015,0.43295718247750015,0.4885056151308229,1.1556521171519347,0.5094106571436021,0.5094106571436021,0.5441628433362689,0.5094224718345846,0.5094106571436257,0.5200638248178706,0.5392272767931201,0.5469002962226048,0.5459702186795627
3.6757,-1.6632894751976013,3.6757,-0.5090729145221569,-0.5090729145221569,-0.9744485339506418,-0.9149051779872203,-1.5048172969052072,-1.5048172969052072,-1.5225156240369015,-1.5685237597262107,-1.6102285982861169,-1.568752940564647,-1.6214378010001147,-1.6356560786655756,-1.6294946988106787,5.338989475197601,1.1542165606754444,1.1542165606754444,0.6888409412469595,0.748384297210381,0.15847217829239413,0.15847217829239413,0.14077385116069974,0.09476571547139057,0.05306087691148442,0.0945365346329543,0.04185167419748659,0.027633396532025678,0.03379477638692263
86.4234,-1.0598320230566936,86.4234,-0.9995618920135446,-0.9995618920135446,-0.5721780959498739,-0.8758876162203328,-0.8968788750313975,-0.8968788750313975,-0.931629443856762,-0.8968749122938056,-0.8968788750313975,-0.9559852154001319,-0.926694107014945,-0.9823775004547917,-0.9769445617724747,87.4832320230567,0.06027013104314893,0.06027013104314893,0.48765392710681965,0.1839444068363607,0.16295314802529604,0.16295314802529604,0.1282025791999315,0.162957110762888,0.16295314802529604,0.10384680765656162,0.13313791604174852,0.07745452260190189,0.08288746128421887
