x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals
64.7207,8.060125861978245,64.7207,4.170081088513748,8.340162177027496,8.340162177027496,8.044917650293257,56.66057413802175,3.8900447734644965,0.2800363150492515,0.2800363150492515,0.015208211684987205
88.5045,9.406666554688996,88.5045,4.483053398178822,8.966106796357645,8.966106796357645,9.407683030374695,79.097833445311,4.923613156510174,0.44055975833135186,0.44055975833135186,0.0010164756856987367
39.5495,6.297332332895032,39.5495,3.677553051908718,7.355106103817436,7.355106103817436,6.288839320574187,33.25216766710497,2.6197792809863145,1.0577737709224033,1.0577737709224033,0.008493012320845317
58.0811,7.62710974657935,58.0811,4.061840309731132,8.123680619462263,8.123680619462263,7.621095721745004,50.45399025342065,3.565269436848218,0.4965708728829128,0.4965708728829128,0.006014024834346543
15.0721,3.8538972451668414,15.0721,2.71284535263153,5.42569070526306,5.42569070526306,3.882280257786653,11.21820275483316,1.1410518925353115,1.5717934600962185,1.5717934600962185,0.028383012619811687
57.2883,7.578166069747166,57.2883,4.048096414389712,8.096192828779424,8.096192828779424,7.568903487295898,49.71013393025284,3.5300696553574538,0.5180267590322583,0.5180267590322583,0.009262582451268209
53.6216,7.329661091930276,53.6216,3.981951971974706,7.963903943949412,7.963903943949412,7.322677106086271,46.291938908069724,3.3477091199555695,0.6342428520191365,0.6342428520191365,0.006983985844004614
48.6667,6.963820771012162,48.6667,3.884995017971499,7.769990035942998,7.769990035942998,6.976152234577453,41.70287922898784,3.078825753040663,0.8061692649308361,0.8061692649308361,0.012331463565291578
3.6757,1.9135691700212991,3.6757,1.3017435907169899,2.6034871814339797,2.6034871814339797,1.9172115167607355,1.7621308299787009,0.6118255793043093,0.6899180114126806,0.6899180114126806,0.0036423467394364195
86.4234,9.310738246810306,86.4234,4.459258472474617,8.918516944949234,8.918516944949234,9.296418665271052,77.1126617531897,4.851479774335689,0.3922213018610723,0.3922213018610723,0.0143195815392545
70.964,8.425966182131875,70.964,4.2621727061984025,8.524345412396805,8.524345412396805,8.424013295336136,62.538033817868126,4.163793475933472,0.09837923026493023,0.09837923026493023,0.0019528867957383511
4.0721,2.0106188219398744,4.0721,1.4041588369034579,2.8083176738069158,2.8083176738069158,2.0179444987412314,2.0614811780601254,0.6064599850364165,0.7976988518670414,0.7976988518670414,0.007325676801356984
50.1532,7.075274219756547,50.1532,3.9150823209465413,7.830164641893083,7.830164641893083,7.08189240245854,43.077925780243454,3.1601918988100053,0.754890422136536,0.754890422136536,0.006618182701993547
78.6937,8.877526022264858,78.6937,4.365563101393198,8.731126202786395,8.731126202786395,8.870946961852495,69.81617397773515,4.51196292087166,0.1463998194784626,0.1463998194784626,0.006579060412363447
95.8378,9.793329563389449,95.8378,4.562657179178796,9.125314358357592,9.125314358357592,9.789678237817625,86.04447043661055,5.230672384210653,0.6680152050318569,0.6680152050318569,0.0036513255718233495
69.6757,8.334406582308594,69.6757,4.243851619962683,8.487703239925366,8.487703239925366,8.347197134367919,61.34129341769141,4.0905549623459105,0.1532966576167727,0.1532966576167727,0.012790552059325222
11.7027,3.421557191558784,11.7027,2.4598195844113566,4.919639168822713,4.919639168822713,3.4209209286389535,8.281142808441217,0.9617376071474273,1.4980819772639293,1.4980819772639293,0.0006362629198304326
99.7027,9.981673408062868,99.7027,4.602192757844834,9.204385515689667,9.204385515689667,9.985123935134705,89.72102659193712,5.379480650218034,0.7772878923732005,0.7772878923732005,0.0034505270718376835
37.3694,6.124556053778077,37.3694,3.620852187708879,7.241704375417758,7.241704375417758,6.113051611102265,31.24484394622192,2.5037038660691984,1.1171483216396805,1.1171483216396805,0.011504442675811966
99.4054,9.979701775807042,99.4054,4.599206438142661,9.198412876285323,9.198412876285323,9.970225674476982,89.42569822419296,5.380495337664381,0.7812888995217193,0.7812888995217193,0.00947610133006016
