x1,x2,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals
2.9902,29.3978,-0.132151266855954,2.9902,0.1508150027032422,0.15024393385519486,-0.28850502499762537,-0.2845193554539386,-0.13769002229438318,-0.13769002229449204,-0.13769002229940674,-0.13769002262732136,-0.1382081619243636,-0.13883693258566224,-0.13828661869287048,-0.1387898114853899,-0.13661425293284013,-0.13622540663428517,-0.13540129533366885,3.1223512668559543,0.2829662695591962,0.2823952007111489,0.15635375814167138,0.1523680885979846,0.005538755438429188,0.0055387554385380455,0.005538755443452753,0.005538755771367365,0.006056895068409618,0.006685665729708246,0.006135351836916492,0.006638544629435916,0.0044629860768861385,0.004074139778331182,0.003250028477714856
35.759,37.0062,-1.1488078844665468,35.759,-0.932574647055795,-0.8031564937949499,-0.2720844332514009,-0.2687397718817759,-1.204659080307196,-1.204659080307196,-1.204659080307199,-1.2046590803083694,-1.2040816569681572,-1.2039368982543655,-1.2045701527762986,-1.2159633755769286,-1.1824721189643288,-1.1845453914716018,-1.176949616422673,36.90780788446655,0.21623323741075184,0.3456513906715969,0.8767234512151458,0.8800681125847709,0.055851195840649126,0.055851195840649126,0.055851195840652235,0.05585119584182263,0.05527377250161036,0.05512901378781865,0.05576226830975184,0.06715549111038177,0.033664234497782,0.03573750700505496,0.028141731956126126
94.5722,7.5594,0.9071323849851196,94.5722,0.31875946660058163,0.3133887606312596,0.5612212476226885,0.5322205098361664,0.8799807142232702,0.8799807142232702,0.8760408466931621,0.876325569726854,0.8858360894291945,0.8966725298614175,0.8838513688752881,0.932327466294131,0.9334357643733631,0.9308334975594934,0.9210009606364118,93.66506761501488,0.588372918384538,0.5937436243538601,0.34591113736243106,0.3749118751489532,0.027151670761849434,0.027151670761849434,0.031091538291957543,0.030806815258265563,0.02129629555592516,0.010459855123702066,0.023281016109831465,0.02519508130901138,0.026303379388243453,0.023701112574373795,0.013868575651292181
56.5118,53.6121,0.3511523772196225,56.5118,-0.036859413209216825,-0.036851067475978265,0.2955313121041838,0.291248169622403,0.258671898894967,0.25867189889453257,0.258671898894967,0.258671898894967,0.2583247953566355,0.25833320579555996,0.2569833901365481,0.26415231958240154,0.2581636451482315,0.2580870726485389,0.25872211305917436,56.16064762278038,0.3880117904288393,0.3880034446956008,0.055621065115438684,0.05990420759721948,0.0924804783246555,0.09248047832508993,0.0924804783246555,0.0924804783246555,0.09282758186298701,0.09281917142406254,0.09416898708307442,0.08700005763722096,0.09298873207139102,0.09306530457108358,0.09243026416044814
62.7662,29.4185,-0.9794811209783364,62.7662,-0.06560591760424588,-0.06555886492817163,-0.9981623334130268,-0.8404766690412405,-1.0637682510172728,-1.0637682510172728,-1.0637682510221969,-1.0637682513451339,-1.064263216023202,-1.0638407324997412,-1.063817326374058,-1.075151932217609,-1.0483241372749776,-1.048721673409854,-1.047337714315052,63.74568112097833,0.9138752033740906,0.9139222560501647,0.018681212434690453,0.13900445193709587,0.0842871300389364,0.0842871300389364,0.08428713004386046,0.08428713036679747,0.08478209504486556,0.08435961152140481,0.08433620539572162,0.09567081123927268,0.06884301629664125,0.0692405524315175,0.06785659333671556
21.4125,59.0934,-0.4944070134399069,21.4125,0.5468930202653709,0.5200359339466126,-0.9888174912177714,-0.8353765636540863,-0.4419244709524005,-0.44192447095246834,-0.4419244709524005,-0.4419244709524005,-0.44216540295912365,-0.4418810298021472,-0.44201436930218735,-0.43392578531430415,-0.4528723771192764,-0.4516592095466299,-0.4527417038487562,21.90690701343991,1.0413000337052778,1.0144429473865195,0.4944104777778645,0.3409695502141794,0.05248254248750639,0.052482542487438555,0.05248254248750639,0.05248254248750639,0.05224161048078324,0.05252598363775968,0.052392644137719546,0.06048122812560275,0.04153463632063048,0.04274780389327698,0.04166530959115067
98.0214,94.1739,-0.4840384067614846,98.0214,-0.590782014281982,-0.5570106602048245,-0.007380059019827694,-0.00737999202719088,-0.5981620733018097,-0.5981620732999907,-0.5981620733018097,-0.5981620733018097,-0.598048418220349,-0.598276036162501,-0.5995883448083994,-0.603187076726148,-0.5903237030631721,-0.5916688972749518,-0.5710423387477996,98.50543840676148,0.10674360752049739,0.07297225344333991,0.4766583477416569,0.4766584147342937,0.11412366654032513,0.11412366653850614,0.11412366654032513,0.11412366654032513,0.11401001145886447,0.11423762940101645,0.11554993804691482,0.11914866996466345,0.10628529630168748,0.10763049051346718,0.08700393198631506
26.2728,30.3811,0.3374164002490757,26.2728,0.9086580371108396,0.7886794050234814,-0.5785933164913171,-0.5468467567612353,0.3300647206195225,0.3300647206195225,0.3300647206175805,0.330064720459067,0.33063682216409773,0.3309784430661382,0.33104420589206657,0.32308874438672175,0.3122513329098134,0.31439717716554627,0.3105937869549331,25.935383599750924,0.5712416368617639,0.45126300477440573,0.9160097167403928,0.884263157010311,0.007351679629553187,0.007351679629553187,0.007351679631495189,0.007351679790008725,0.006779578084977977,0.006437957182937493,0.006372194357009142,0.01432765586235396,0.025165067339262326,0.02301922308352944,0.026822613294142594
34.5138,99.9169,-0.544395367182963,34.5138,0.04370526357879851,0.04369135097228268,-0.5601339585763834,-0.5312996902430072,-0.5164286949975848,-0.5164286949960779,-0.5164286949975848,-0.5164286949975848,-0.5163460000944178,-0.5163448780745098,-0.5163394996866071,-0.5124126413960145,-0.5205162111098022,-0.520434436867028,-0.5207444983532968,35.05819536718297,0.5881006307617616,0.5880867181552457,0.015738591393420376,0.013095676939955836,0.027966672185378183,0.02796667218688509,0.027966672185378183,0.027966672185378183,0.02804936708854522,0.028050489108453203,0.028055867496355913,0.031982725786948496,0.023879156073160823,0.023960930315935047,0.02365086882966616
53.8487,88.2744,0.3794186952336192,53.8487,-0.42740902312418627,-0.41451429656627425,0.9390699565026058,0.807009222705527,0.5116609333784196,0.5116609333784196,0.5116609333784196,0.5116609333784196,0.5117845550093114,0.5117055493995049,0.5116641019355366,0.5134901126625534,0.5200595741791139,0.5191017578954571,0.5259652428393451,53.46928130476638,0.8068277183578054,0.7939329917998934,0.5596512612689866,0.4275905274719078,0.13224223814480035,0.13224223814480035,0.13224223814480035,0.13224223814480035,0.1323658597756922,0.13228685416588565,0.13224540670191737,0.1340714174289342,0.14064087894549465,0.1396830626618379,0.14654654760572589
