x1,x2,y
1.0,1.0495,1.7142177018214757
1.099,1.1486,1.8179665728453964
1.1981,1.2476,1.7577722055414626
1.2971,1.3467,1.8009767316698926
1.3962,1.4457,2.1339977358748854
1.4952,1.5448,1.7230651204047436
1.5943,1.6438,1.2478737783909644
1.6933,1.7429,1.2432066494640697
1.7924,1.8419,0.40474102138124857
1.8914,1.941,-0.09426099510247415
1.9905,2.04,0.07907928487156096
2.0895,2.1391,0.3078740881198345
2.1886,2.2381,-0.36074128130772765
2.2876,2.3372,-0.2582097717319585
2.3867,2.4362,0.10122603302277083
2.4857,2.5353,0.5692322035499449
2.5848,2.6343,1.0973910204664554
2.6838,2.7334,1.575311898316666
2.7829,2.8324,1.3750061816729677
2.8819,2.9315,1.1297474857392362
2.981,3.0305,0.042137419704318224
3.08,3.1296,-0.4736666990787881
3.1791,3.2286,-0.813167402684166
3.2781,3.3277,-1.3503014534941553
3.3772,3.4267,-1.0332566713390854
3.4762,3.5258,-0.7472038714988468
3.5753,3.6248,-0.04493954903445262
3.6743,3.7239,0.060197598039721634
3.7734,3.8229,0.36488945620620306
3.8724,3.922,-0.535452349105094
3.9715,4.021,-1.3497944871040881
4.0705,4.1201,-1.5393361851985614
4.1696,4.2191,-1.497146965271478
4.2686,4.3182,-1.3836597359927063
4.3677,4.4172,-0.4887412194161551
4.4667,4.5163,-0.37840219750876397
4.5658,4.6153,-0.7492066669244155
4.6648,4.7144,-1.1077825322980341
4.7639,4.8134,-1.7365240317353918
4.8629,4.9125,-1.6160135148928085
4.962,5.0115,-1.2441016822681716
5.061,5.1106,-0.5665326210298776
5.1601,5.2096,-0.18055925888238616
5.2591,5.3087,-0.4386851927965818
5.3582,5.4077,-1.8928814958507434
5.4572,5.5068,-1.0746728632237192
5.5563,5.6058,-0.3975856296873869
5.6553,5.7049,0.06717675406402773
5.7544,5.8039,0.571926678843071
5.8534,5.903,-0.8178396942319502
5.9525,6.002,-1.3301151124927264
6.0515,6.1011,-0.32577966677522663
6.1506,6.2001,0.88568899045062
6.2496,6.2991,1.0361720513964638
6.3487,6.3982,-0.5139156567946701
6.4477,6.4972,-0.5561383241153759
6.5468,6.5963,0.07246624911314034
6.6458,6.6953,1.1113409008669581
6.7449,6.7944,0.9662937836201131
6.8439,6.8934,0.17559029838083362
6.943,6.9925,-0.7177557980956157
7.042,7.0915,0.6398175728026653
7.1411,7.1906,1.5613021624127073
7.2401,7.2896,1.0234757437043414
7.3392,7.3887,0.014777633072747438
7.4382,7.4877,0.4095636280676902
7.5373,7.5868,1.5470169761886658
7.6363,7.6858,1.3895830600379873
7.7354,7.7849,0.4904454017981691
7.8344,7.8839,0.24555324857432856
7.9335,7.983,1.6154445734223264
8.0325,8.082,1.5134397584971921
8.1316,8.1811,0.18492011034501654
8.2306,8.2801,-0.33208608843409015
8.3297,8.3792,1.9398781262497264
8.4287,8.4782,1.2440169187374301
8.5278,8.5773,-0.46690908984078855
8.6268,8.6763,0.8852791710697873
8.7259,8.7754,1.7807588261468599
8.8249,8.8744,0.37849784340697484
8.924,8.9735,-0.4981622249290497
9.023,9.0725,0.8347371971518615
9.1221,9.1716,0.9244822753738536
9.2211,9.2706,-0.5639061189468266
9.3202,9.3697,-0.29129357406130196
9.4192,9.4687,1.2926278054640454
9.5183,9.5678,-0.5453992643841264
9.6173,9.6668,-0.6485145737841964
9.7164,9.7659,0.321053222570806
9.8154,9.8649,-0.49612866399939093
9.9145,9.964,-0.8795933789076563
10.0135,10.063,0.363882412606984
10.1126,10.1621,-0.09071512419542879
10.2116,10.2611,-2.0781173303575753
10.3107,10.3602,-0.3900451347168682
10.4097,10.4592,-0.1744334377345669
10.5088,10.5583,-1.8653667035004662
10.6078,10.6573,-0.23730962756516236
10.7069,10.7564,-0.04552004007770222
10.8059,10.8554,-1.9547037208340985
10.905,10.9545,-0.16926788309073432
11.004,11.0535,-0.711917878746101
11.1031,11.1526,-2.0430900246654704
11.2021,11.2516,-0.46757311941623003
11.3012,11.3507,-1.373179822055422
11.4002,11.4497,-1.768741243535369
11.4992,11.5488,0.07811380056689009
11.5983,11.6478,-1.4886609471813745
11.6973,11.7469,-1.3731218439988855
11.7964,11.8459,-0.05531310545606549
11.8954,11.945,-1.7303743484107996
11.9945,12.044,-0.3338974150875027
12.0935,12.1431,-0.4053681735816282
12.1926,12.2421,-0.9713795829664087
12.2916,12.3412,0.684822479970971
12.3907,12.4402,-0.3877617108175707
12.4897,12.5393,0.2836595661753052
12.5888,12.6383,0.15594038015633127
12.6878,12.7374,-0.37600642983160676
12.7869,12.8364,1.1440559110614759
12.8859,12.9355,-0.7273126605121507
12.985,13.0345,0.7912504201555165
13.084,13.1336,0.6366914613386538
13.1831,13.2326,-0.47134444227144057
13.2821,13.3317,1.5761229171959101
13.3812,13.4307,-0.5043869143448352
13.4802,13.5298,1.637994766566088
13.5793,13.6288,0.4754420041540444
13.6783,13.7279,0.4275993661824103
13.7774,13.8269,1.0611040285987308
13.8764,13.926,0.2286275494317468
13.9755,14.025,1.817067322277541
14.0745,14.1241,-0.16479720286715366
14.1736,14.2231,1.7326354469057368
14.2726,14.3222,0.07878741167364912
14.3717,14.4212,1.4382783561454544
14.4707,14.5203,0.9451836584642302
14.5698,14.6193,1.1525346981979079
14.6688,14.7184,1.0973492791033663
14.7679,14.8174,0.3174288470380594
14.8669,14.9165,1.1803664611298725
14.966,15.0155,0.08502169289359726
15.065,15.1146,1.3938089240021883
15.1641,15.2136,-0.245884974798733
15.2631,15.3127,0.8971325067811422
15.3622,15.4117,-0.8713417467147272
15.4612,15.5108,0.8511042755271638
15.5603,15.6098,-1.097462872324033
15.6593,15.7089,0.8657701575396546
15.7584,15.8079,-1.375749484915409
15.8574,15.907,0.6762280588580143
15.9565,16.006,-0.9782717852726903
16.0555,16.1051,0.3950785988404715
16.1546,16.2041,-1.3669487211906406
16.2536,16.3032,0.06386593789596606
16.3527,16.4022,-1.4496368500667802
16.4517,16.5013,0.06918819800525747
16.5508,16.6003,-1.22677572492178
16.6498,16.6993,0.05570771870011598
16.7489,16.7984,-1.0722108672043895
16.8479,16.8974,-0.45665216088463456
16.947,16.9965,-1.0107474610731304
17.046,17.0955,-0.7153231248187493
17.1451,17.1946,-0.7225860576742945
17.2441,17.2936,-1.3664294674360322
17.3432,17.3927,-0.3970791811379524
17.4422,17.4917,-1.9130879421110127
17.5413,17.5908,-0.5488057262316852
17.6403,17.6898,-2.3464057850855675
17.7394,17.7889,0.07521466122829923
17.8384,17.8879,-1.3222892365694097
17.9375,17.987,-0.5664314111029644
18.0365,18.086,-0.29386485937221263
18.1356,18.1851,-1.6478057030357751
18.2346,18.2841,0.657325572128719
18.3337,18.3832,-1.457050106449875
18.4327,18.4822,0.6183581669361355
18.5318,18.5813,-0.6841466515861028
18.6308,18.6803,-0.7151074730625877
18.7299,18.7794,0.4386941137833517
18.8289,18.8784,-1.1597461635382982
18.928,18.9775,1.633563351817331
19.027,19.0765,-0.23533846669490988
19.1261,19.1756,0.2638819437066967
19.2251,19.2746,1.2516802095516384
19.3242,19.3737,-0.0007283122748245052
19.4232,19.4727,1.3574091054403419
19.5223,19.5718,0.2670770980169932
19.6213,19.6708,-0.13129686747846242
19.7204,19.7699,1.6907452536151386
19.8194,19.8689,0.08135255764538893
19.9185,19.968,0.9401254088639323
20.0175,20.067,1.563597311987794
20.1166,20.1661,-0.19326382682663726
20.2156,20.2651,1.7204226584632945
20.3147,20.3642,0.7242872485486184
20.4137,20.4632,-0.19426205633384955
20.5128,20.5623,1.8223417478147659
20.6118,20.6613,0.44987340849469465
20.7109,20.7604,0.3163073169633807
20.8099,20.8594,1.690021565045924
20.909,20.9585,0.6268598872212099
21.008,21.0575,0.25920036836372606
21.1071,21.1566,1.4385698571512127
21.2061,21.2556,-0.03021954891457887
21.3052,21.3547,-0.2358248749349633
21.4042,21.4537,1.4891500370731212
21.5033,21.5528,0.0002873423274913564
21.6023,21.6518,-0.32140118444878396
21.7014,21.7509,0.9385979154760327
21.8004,21.8499,-0.2405314486993143
21.8994,21.949,-0.2404325016389589
21.9985,22.048,0.8460712388094485
22.0975,22.1471,0.39019268368206794
22.1966,22.2461,-0.8092176095048991
22.2956,22.3452,-0.569002206640432
22.3947,22.4442,0.5522616383947125
22.4937,22.5433,-1.551029478715357
22.5928,22.6423,-1.6141787599385535
22.6918,22.7414,0.27977001504928417
22.7909,22.8404,-0.47806428824708463
22.8899,22.9395,-1.8012671218853518
22.989,23.0385,-0.7577028720358101
23.088,23.1376,0.1720338417748738
23.1871,23.2366,-1.7163238923327317
23.2861,23.3357,-1.9317073926962718
23.3852,23.4347,-0.3175831879540656
23.4842,23.5338,0.10822007423187274
23.5833,23.6328,-1.729619798256742
23.6823,23.7319,-1.6345632589149508
23.7814,23.8309,-0.2066267546806641
23.8804,23.93,-0.5287998803555316
23.9795,24.029,-1.3526751118338975
24.0785,24.1281,-1.370106470833743
24.1776,24.2271,-0.3713174340796054
24.2766,24.3262,0.04011585164840309
24.3757,24.4252,-1.14564717477815
24.4747,24.5243,-1.4975688151126567
24.5738,24.6233,-0.3171230208955512
24.6728,24.7224,0.5779793561264391
24.7719,24.8214,-0.5433232102474364
24.8709,24.9205,-1.5597536209751521
24.97,25.0195,-0.6003864804522702
25.069,25.1186,0.4185026871611709
25.1681,25.2176,0.5536161888959097
25.2671,25.3167,-0.26087302283203895
25.3662,25.4157,-1.2078498455450157
25.4652,25.5148,-0.2213332260920698
25.5643,25.6138,1.3904618726158215
25.6633,25.7129,1.4772761563649435
25.7624,25.8119,0.9605690267385174
25.8614,25.911,0.14143149377787692
25.9605,26.01,-0.17087004085369054
26.0595,26.1091,0.5544982948557439
26.1586,26.2081,2.136036538043587
26.2576,26.3072,1.6772374598695767
26.3567,26.4062,0.755480007187299
26.4557,26.5053,-0.23615289475396353
26.5548,26.6043,0.417986386945123
26.6538,26.7034,0.8582420453550055
26.7529,26.8024,1.8045240049911773
26.8519,26.9015,1.7777057266225222
26.951,27.0005,1.0663041394557924
27.05,27.0995,0.7185408177622473
27.1491,27.1986,0.3821968399524913
27.2481,27.2976,0.0768366695401379
27.3472,27.3967,1.202894586027216
27.4462,27.4957,1.9328036873863401
27.5453,27.5948,1.3947667426074004
27.6443,27.6938,0.7668971030987572
27.7434,27.7929,0.18469520864782193
27.8424,27.8919,-0.6963128498250164
27.9415,27.991,-0.7893213330111569
28.0405,28.09,-0.32345608190175723
28.1396,28.1891,0.6945137187401595
28.2386,28.2881,1.3341695061570467
28.3377,28.3872,0.9556866523422382
28.4367,28.4862,0.4870292198388223
28.5358,28.5853,0.07094347147621899
28.6348,28.6843,-0.6467435677245156
28.7339,28.7834,-1.5093998854596282
28.8329,28.8824,-1.9764725086355057
28.932,28.9815,-1.0486293067457118
29.031,29.0805,-0.9625000574875233
29.1301,29.1796,-0.9554559196620098
29.2291,29.2786,-0.835127484565137
29.3282,29.3777,-0.4896656708696381
29.4272,29.4767,0.30745319458536424
29.5263,29.5758,-0.42979753839184126
29.6253,29.6748,0.33141434986539686
29.7244,29.7739,-0.31099757735357847
29.8234,29.8729,-1.0560789854865087
29.9225,29.972,-1.2720592571741123
30.0215,30.071,-1.4711796883543933
30.1206,30.1701,-1.8217328099954402
30.2196,30.2691,-1.7776488261380212
30.3187,30.3682,-1.7888897121371359
30.4177,30.4672,-2.223879833948324
30.5168,30.5663,-1.7046798320764116
30.6158,30.6653,-1.2192876774878152
30.7149,30.7644,-1.8060289175925694
30.8139,30.8634,-1.2705748806172277
30.913,30.9625,-0.9731880690826726
31.012,31.0615,-0.6051523725045536
31.1111,31.1606,-0.19048563344798058
31.2101,31.2596,-0.4872425908094472
31.3092,31.3587,-0.03580192251106086
31.4082,31.4577,-0.13317783537113217
31.5073,31.5568,-0.12647421086311691
31.6063,31.6558,0.591005018782035
31.7054,31.7549,0.6577568486641674
31.8044,31.8539,0.8970189535735259
31.9035,31.953,0.3158480410930903
32.0025,32.052,0.5261942761861944
32.1016,32.1511,0.7382711731314886
32.2006,32.2501,0.22854398241485802
32.2996,32.3492,0.6362064429429314
32.3987,32.4482,0.6126433359545774
32.4977,32.5473,0.3014138503687221
32.5968,32.6463,0.11563794436457422
32.6958,32.7454,0.08911484486886823
32.7949,32.8444,-0.3420442745845553
32.8939,32.9435,0.11346621234645758
32.993,33.0425,0.08779521911415507
33.092,33.1416,-0.016112891095671017
33.1911,33.2406,0.5584413136124522
33.2901,33.3397,0.03594462592333264
33.3892,33.4387,0.8504174368513644
33.4882,33.5378,0.5517726787784687
33.5873,33.6368,1.3443698960629242
33.6863,33.7359,2.194119152554541
33.7854,33.8349,1.6112695327463942
33.8844,33.934,1.8697961538817107
33.9835,34.033,1.0639439636067032
34.0825,34.1321,0.6189250695698254
34.1816,34.2311,0.26380682247762666
34.2806,34.3302,-0.18176071816703993
34.3797,34.4292,-1.004458723293642
34.4787,34.5283,-1.1610930347000623
34.5778,34.6273,-0.8839148479709136
34.6768,34.7264,-0.9891089576385373
34.7759,34.8254,0.12650217247284673
34.8749,34.9245,0.395999174203361
34.974,35.0235,0.22030497329734466
35.073,35.1226,0.3252570029256911
35.1721,35.2216,-0.3699899712038855
35.2711,35.3207,-1.0702145545734973
35.3702,35.4197,-1.8514151774781187
35.4692,35.5188,-2.1237771461755632
35.5683,35.6178,-1.0803322823631665
35.6673,35.7169,-0.878537668005626
35.7664,35.8159,-0.30972822703929764
35.8654,35.915,-0.07113894322297362
35.9645,36.014,0.0451956139545413
36.0635,36.1131,-1.7514139016444343
36.1626,36.2121,-1.6717708261412823
36.2616,36.3112,-1.6377410633079739
36.3607,36.4102,-0.8069071017504087
36.4597,36.5093,0.024410110868770235
36.5588,36.6083,0.26785084592605873
36.6578,36.7074,-0.6704619851664387
36.7569,36.8064,-1.3982018578868858
36.8559,36.9055,-1.4489894832510637
36.955,37.0045,-1.0640196100885164
37.054,37.1036,-0.15751585488666758
37.1531,37.2026,0.16187595354923168
37.2521,37.3017,-0.7104949340004333
37.3512,37.4007,-0.8754212942614548
37.4502,37.4997,-0.8788750524980815
37.5493,37.5988,-0.08985387216193783
37.6483,37.6978,0.6175056029142416
37.7474,37.7969,0.7047131502005811
37.8464,37.8959,-0.2120078194528101
37.9455,37.995,-1.0709631038159328
38.0445,38.094,0.19686768467011895
38.1436,38.1931,1.9479259854109015
38.2426,38.2921,1.2469179861512494
38.3417,38.3912,0.016368665696605417
38.4407,38.4902,-0.6202823478688038
38.5398,38.5893,0.5935197109550825
38.6388,38.6883,1.849629881033795
38.7379,38.7874,1.060478704136768
38.8369,38.8864,-0.4109236938810206
38.936,38.9855,0.15561772990130776
39.035,39.0845,1.6659533055393454
39.1341,39.1836,1.3119629444332657
39.2331,39.2826,0.6808714110970913
39.3322,39.3817,-0.040659880252053915
39.4312,39.4807,1.6734365441672228
39.5303,39.5798,1.9221033492445787
39.6293,39.6788,1.0452071745064986
39.7284,39.7779,0.09490115928069588
39.8274,39.8769,1.8524947382401487
39.9265,39.976,1.4511943613925105
40.0255,40.075,0.6200675504375829
40.1246,40.1741,-0.4303788791643963
40.2236,40.2731,1.6318025849293376
40.3227,40.3722,0.9152477354395262
40.4217,40.4712,-0.3645888754975134
40.5208,40.5703,-0.244767721848707
40.6198,40.6693,1.2297260959273244
40.7189,40.7684,-0.3930777526162882
40.8179,40.8674,-0.9187495212303979
40.917,40.9665,0.6315638464002931
41.016,41.0655,0.423629100166265
41.1151,41.1646,-1.0907555301897425
41.2141,41.2636,-0.3335592569781404
41.3132,41.3627,0.564548489661062
41.4122,41.4617,-1.3535003394044094
41.5113,41.5608,-1.0608380717804364
41.6103,41.6598,0.13020894218076162
41.7094,41.7589,-1.1161134344014014
41.8084,41.8579,-1.7358232509945535
41.9075,41.957,0.23222151757424248
42.0065,42.056,-0.9936690487280215
42.1056,42.1551,-1.7959385034840787
42.2046,42.2541,0.04684016956105583
42.3037,42.3532,-0.5622184058262647
42.4027,42.4522,-2.0958303641263556
42.5018,42.5513,0.22692030154487136
42.6008,42.6503,-0.7932637687552222
42.6998,42.7494,-1.4634343643703407
42.7989,42.8484,-0.006263560494611929
42.8979,42.9475,-1.1886352262690718
42.997,43.0465,-1.0150961248362504
43.096,43.1456,0.24089055568895
43.1951,43.2446,-1.6203360742130535
43.2941,43.3437,-0.22533249080950257
43.3932,43.4427,-0.0505756708153636
43.4922,43.5418,-1.6553073622080021
43.5913,43.6408,0.12492518854079113
43.6903,43.7399,-0.42582154190054067
43.7894,43.8389,-0.7225148777498862
43.8884,43.938,0.23611785083197268
43.9875,44.037,-0.8217195156247143
44.0865,44.1361,0.0831590660561046
44.1856,44.2351,0.6872408141872646
44.2846,44.3342,-0.6004725003994569
44.3837,44.4332,2.024690335924216
44.4827,44.5323,0.4335169899822402
44.5818,44.6313,1.0094192512344713
44.6808,44.7304,0.9054631167304416
44.7799,44.8294,-0.4672154930952483
44.8789,44.9285,1.993435337594454
44.978,45.0275,-0.34002051776970765
45.077,45.1266,1.6320240529279992
45.1761,45.2256,1.1076684519242577
45.2751,45.3247,0.33162596768401353
45.3742,45.4237,1.3843992878169722
45.4732,45.5228,0.09983822293830125
45.5723,45.6218,1.8652023767004862
45.6713,45.7209,0.3251020365050711
45.7704,45.8199,1.6751110988861728
45.8694,45.919,0.2751820712069796
45.9685,46.018,1.2557933477756673
46.0675,46.1171,0.8768887359803392
46.1666,46.2161,0.6797294159488922
46.2656,46.3152,1.388324264300538
46.3647,46.4142,0.07403028886981008
46.4637,46.5133,1.692882406096998
46.5628,46.6123,-0.24517310042614823
46.6618,46.7114,1.8114696161766481
46.7609,46.8104,-0.8415980601793293
46.8599,46.9095,1.421883047546905
46.959,47.0085,-1.2553509494833457
47.058,47.1076,0.7505660517264292
47.1571,47.2066,-0.6602894497198988
47.2561,47.3057,0.9203196189474101
47.3552,47.4047,-1.0602033607141588
47.4542,47.5038,0.05913902874865701
47.5533,47.6028,-0.8964792198756516
47.6523,47.7019,0.22681002914964507
47.7514,47.8009,-0.8911264416741078
47.8504,47.8999,0.013365948131989741
47.9495,47.999,-1.9887408216812448
48.0485,48.098,-0.03250299552233529
48.1476,48.1971,-1.6306359864646938
48.2466,48.2961,0.3136233396965555
48.3457,48.3952,-2.0441635594092173
48.4447,48.4942,0.016570984887146804
48.5438,48.5933,-1.9359926228716453
48.6428,48.6923,-0.38896832595279424
48.7419,48.7914,-1.6496375598784392
48.8409,48.8904,-0.6071243910086976
48.94,48.9895,-1.2738212925143069
49.039,49.0885,-0.8388911969930873
49.1381,49.1876,-0.63319633737658
49.2371,49.2866,-1.5716902412340004
49.3362,49.3857,0.15260679435269517
49.4352,49.4847,-1.945328044489451
49.5343,49.5838,0.19863159192079
49.6333,49.6828,-1.4692649731117844
49.7324,49.7819,0.26507042579158824
49.8314,49.8809,-0.9313609731302628
49.9305,49.98,-0.8808712638580254
50.0295,50.079,-0.015396301350278585
50.1286,50.1781,-0.7235758890709066
50.2276,50.2771,0.9946166114960858
50.3267,50.3762,-0.6163486357500535
50.4257,50.4752,0.079808885494104
50.5248,50.5743,0.7066606986536323
50.6238,50.6733,-1.10970779957686
50.7229,50.7724,1.3865110944312826
50.8219,50.8714,-0.10113896830335815
50.921,50.9705,0.9795220013769574
51.02,51.0695,1.1767647360384292
51.1191,51.1686,-0.04673428299032509
51.2181,51.2676,1.7862717372456498
51.3172,51.3667,-0.0011126204395761619
51.4162,51.4657,0.39974697259002007
51.5153,51.5648,1.486160715980228
51.6143,51.6638,0.4697020884542906
51.7134,51.7629,1.5879498178890852
51.8124,51.8619,1.5899770272584246
51.9115,51.961,-0.1299701557178904
52.0105,52.06,1.7800027991002634
52.1096,52.1591,0.7418451541168183
52.2086,52.2581,0.107514552288141
52.3077,52.3572,1.9474277636035473
52.4067,52.4562,0.5358637804920107
52.5058,52.5553,0.2277649335307901
52.6048,52.6543,2.50798467495495
52.7039,52.7534,0.1305876912339177
52.8029,52.8524,-0.04880585520846428
52.902,52.9515,1.330863543938729
53.001,53.0505,0.2696195196679939
53.1001,53.1496,0.16668296432058327
53.1991,53.2486,1.4796055888028168
53.2981,53.3477,-0.07134808299717532
53.3972,53.4467,-0.6603912505248039
53.4962,53.5458,0.9883766729357152
53.5953,53.6448,-0.05860364810149574
53.6943,53.7439,-1.0337326806452616
53.7934,53.8429,-0.09854580638432575
53.8924,53.942,0.2790898276484674
53.9915,54.041,-1.356796403335749
54.0905,54.1401,-0.585681394602732
54.1896,54.2391,-0.08683020305046335
54.2886,54.3382,-1.1454826528790338
54.3877,54.4372,-1.7023013185452458
54.4867,54.5363,0.17888841196775362
54.5858,54.6353,-0.765725513749864
54.6848,54.7344,-1.8299250204946296
54.7839,54.8334,-1.3684515971041205
54.8829,54.9325,0.19789640831015878
54.982,55.0315,-0.8914605544733967
55.081,55.1306,-1.6551530796973088
55.1801,55.2296,-1.2230591104258888
55.2791,55.3287,0.09911470822748411
55.3782,55.4277,-0.840665326432372
55.4772,55.5268,-1.8505955947819395
55.5763,55.6258,-0.8224235878032746
55.6753,55.7249,0.023693055836982113
55.7744,55.8239,-1.1475946323594808
55.8734,55.923,-1.4304643088096942
55.9725,56.022,-1.1873061368436169
56.0715,56.1211,0.4855712285448726
56.1706,56.2201,-0.10751539398227873
56.2696,56.3192,-1.363947230320068
56.3687,56.4182,-0.4509389092383691
56.4677,56.5173,0.9685999211762277
56.5668,56.6163,0.8445998025234815
56.6658,56.7154,-0.07254563293085767
56.7649,56.8144,-0.7580668580631532
56.8639,56.9135,0.4768352146033351
56.963,57.0125,1.4365357435983415
57.062,57.1116,1.4548788928246668
57.1611,57.2106,0.3300804674906833
57.2601,57.3097,-0.32010340521599673
