x1,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals
48.5275,13334307230.04188,48.5275,268397.21470343706,170299466.39626288,1036069.4154375077,13185364191.585188,13296001829.058064,13328657076.072687,13334307181.51438,13334038832.827177,13164007763.645617,13333271160.626442,148943038.45669174,38305400.98381615,5650153.969192505
2.4522,365.7261950222173,2.4522,15.391620071962665,5.482541183040762,2.013588244418095,217.92024816054837,228.7571080202077,306.1085464365579,363.2739950222173,350.33457495025465,360.24365383917655,363.71260677779924,147.80594686166896,136.96908700200962,59.617648585659424
22.9007,150828462.6903769,22.9007,1500.8539977828934,414727.62219690374,689.8155770685867,145362223.403884,148070945.27002156,150540973.7820244,150828439.7896769,150826961.8363791,150413735.06818,150827772.87479985,5466239.286492914,2757517.42035535,287488.90835249424
23.2228,163909185.45343238,23.2228,1609.5698573368857,459092.0078934073,756.240586769015,158074380.0305025,160989718.80105594,163605374.9087897,163909162.2306324,163907575.88357505,163450093.44553897,163908429.21284562,5834805.422929883,2919466.652376443,303810.54464268684
61.9038,57197464066.49887,61.9038,3284964.300721226,1526135918.4692037,47151220.33447014,56849891722.290344,57139392064.314644,57182593830.219604,57197464004.59507,57194179102.19815,55671328148.02967,57150312846.1644,347572344.2085266,58072002.18422699,14870236.279266357
19.7192,61935229.53399763,19.7192,745.1952613491466,143127.09468471672,278.2015242037363,59228986.8993575,60454252.44155642,61775993.33854776,61935209.81479763,61934484.33873628,61792102.43931291,61934951.33247343,2706242.634640135,1480977.092441216,159236.1954498738
43.8276,7252873242.561201,43.8276,108422.8563756071,70467193.5812865,270892.5130415413,7153877132.782036,7223801803.043005,7249103824.498463,7252873198.733602,7252764819.704825,7182406048.979915,7252602350.04816,98996109.77916527,29071439.518196106,3769418.0627384186
36.0415,2254432899.06055,36.0415,23256.49131003515,13722365.877722293,29352.4859833226,2211376348.201346,2238877017.691424,2252699257.857562,2254432863.01905,2254409642.56924,2240710533.182828,2254403546.574567,43056550.85920429,15555881.36912632,1733641.2029881477
84.5392,369416784934.0635,84.5392,188067131.46045566,30049000486.644398,30153642676.51944,369070131171.53326,369397016475.0989,369365484420.2632,369416784849.5243,369228717802.603,339367784447.41907,339263142257.54407,346653762.5302124,19768458.96459961,51300513.80029297
60.9411,52077162721.69657,60.9411,2752033.900159072,1320465476.6211612,35822693.17486038,51745275849.26818,52019753811.53357,52063190705.79232,52077162660.75547,52074410687.79641,50756697245.07541,52041340028.52171,331886872.4283905,57408910.163002014,13972015.904251099
30.1212,772496678.2288724,30.1212,6943.573744712626,3271684.142662796,5417.19247984159,753158938.9038476,764368963.2779572,771645853.5801528,772496648.1076725,772489734.6551278,769224994.0862097,772491261.0363926,19337739.325024843,8127714.950915217,850824.6487196684
41.9835,5609723345.931614,41.9835,75638.04633578644,48862153.43316347,160031.4749448904,5526893205.58088,5584144860.267578,5606545643.24761,5609723303.948114,5609647707.885278,5560861192.49845,5609563314.456669,82830140.35073376,25578485.664035797,3177702.68400383
2.9876,1067.2776520096968,2.9876,15.32862646233927,9.898030747838897,2.34605380403602,713.0316635066632,746.5029638006904,949.1261227560926,1064.2900520096969,1051.9490255473575,1057.379621261858,1064.9315982056607,354.2459885030336,320.7746882090064,118.15152925360417
17.1633,27144103.63007961,17.1633,418.8528198883485,55499.75536317205,134.13260435117368,25742717.71534661,26324391.45430439,27051976.68304617,27144086.46677961,27143684.77725972,27088603.874716435,27143969.49747526,1401385.914733,819712.1757752188,92126.94703343883
33.8173,1541237843.608469,33.8173,14831.876462213066,8188324.801204727,15557.389542167466,1508727350.1503096,1528799940.815632,1539891412.902588,1541237809.791169,1541223011.7320068,1533049518.8072643,1541222286.218927,32510493.458159447,12437902.792836905,1346430.7058811188
10.8806,1827201.117096631,10.8806,95.42203515640905,3244.3215399766123,22.322417593981736,1669082.2654126193,1717298.4503057858,1811769.0057642513,1827190.236496631,1827105.6950614746,1823956.7955566545,1827178.794679037,158118.85168401175,109902.66679084534,15432.111332379747
50.0708,16079353161.902258,50.0708,360259.94540576066,224286545.61048377,1609510.3579689704,15911289873.951847,16038041526.720665,16072954398.383142,16079353111.831457,16078992901.956852,15855066616.291775,16077743651.544289,168063287.95041084,41311635.18159294,6398763.519115448
88.3871,482252920758.5709,88.3871,367291045.4103092,46727292458.27083,90431372223.8255,482104466726.6036,482242493162.90076,482191703492.51855,482252920670.18384,481885629713.1606,435525628300.3001,391821548534.7454,148454031.9673462,10427595.670166016,61217266.052368164
11.6471,2730820.26602867,11.6471,114.90729522980509,4828.847885688152,27.781475259645443,2511542.4854483497,2581729.061372454,2710692.2212468744,2730808.61892867,2730705.3587334403,2725991.418142982,2730792.4845534107,219277.7805803204,149091.20465621632,20128.044781795703
75.6514,189968165751.39572,75.6514,39312781.897752255,10158617251.839634,2385738046.8220954,189471001694.98627,189922531677.43747,189935167354.9027,189968165675.74432,189928852969.49796,179809548499.5561,187582427704.57364,497164056.40945435,45634073.95825195,32998396.493011475
17.8229,33958438.85193934,17.8229,486.6118534608997,71515.75614967519,161.91880315426823,32281990.816889346,32994673.66661923,33851558.7415997,33958421.029039346,33957952.240085885,33886923.09578967,33958276.93313619,1676448.0350499973,963765.1853201129,106880.11033964157
45.2532,8782140571.298077,45.2532,142971.04081727227,92776297.89765179,406922.8022529633,8669328302.210667,8750295095.698814,8777859966.507608,8782140526.044876,8781997600.25726,8689364273.400425,8781733648.495823,112812269.08740997,31845475.599262238,4280604.790468216
68.4719,104583630481.50894,68.4719,10863386.169364536,3918906721.5664663,307371629.2933213,104137762152.91315,104526112073.11684,104561428130.05319,104583630413.03705,104572767095.33958,100664723759.94247,104276258852.21562,445868328.5957947,57518408.3921051,22202351.45574951
33.4854,1453115780.605296,33.4854,13863.091869897755,7564672.441071719,14151.254764976868,1421999842.3366299,1441109864.6394553,1451821016.652453,1453115747.119896,1453101917.513426,1445551108.1642241,1453101629.3505309,31115938.26866603,12005915.965840578,1294763.9528429508
68.7985,107605061746.17728,68.7985,11523252.230354367,4099302080.3629045,337402717.75069135,107155110361.34618,107547824712.33453,107582435487.04765,107605061677.37878,107593538493.94691,103505759665.81438,107267659028.42659,449951384.83110046,57237033.84274292,22626259.129623413
86.3558,419573012188.1947,86.3558,258112360.8788364,37085205497.296,50643361376.37909,419306867426.1176,419558179070.92474,419517192735.74567,419573012101.8389,419314899827.31586,382487806690.8987,368929650811.8156,266144762.0770874,14833117.269958496,55819452.449035645
21.1982,95231411.40702978,21.1982,1034.1309516677024,238070.2009941692,424.32039379992995,91426069.9130298,93226606.06088471,95019554.62076388,95231390.20882978,95230377.2760781,94993341.20603561,95230987.08663598,3805341.493999973,2004805.3461450636,211856.78626589477
50.903,17745040496.539406,50.903,421963.81259128934,259484542.88885054,2041041.8759491004,17566132738.44537,17702139480.453785,17738208487.604427,17745040445.636406,17744618532.726814,17485555953.650555,17742999454.663456,178907758.0940361,42901016.08562088,6832008.934978485
88.9744,501763611484.8871,88.9744,406630426.7522865,49916758855.95543,106934996661.04968,501655246827.7789,501754146678.3774,501700763462.49286,501763611395.91266,501356981058.1348,451846852628.93164,394828614823.8374,108364657.10821533,9464806.50970459,62848022.394226074
52.6876,21805826216.219803,52.6876,591400.7916345197,352545404.34179026,3396784.440683696,21602467097.091957,21759631837.13747,21797991398.68072,21805826163.532204,21805234815.42817,21453280811.878014,21802429431.779118,203359119.12784576,46194379.08233261,7834817.5390815735
86.5365,424858005924.9955,86.5365,266354693.26918384,37862155706.45068,53323886768.05449,424601088232.6813,424843620829.7755,424801721267.66956,424858005838.459,424591651231.7263,386995850218.5448,371534119156.941,256917692.31420898,14385095.219970703,56284657.325927734
57.5139,36834471839.32257,57.5139,1459873.3204620667,776996724.3749372,13468777.373466872,36558114348.686455,36780674268.3456,36823371561.61871,36834471781.80867,36833011966.002106,36057475114.94763,36821003061.949104,276357490.636116,53797570.97697449,11100277.703857422
10.4786,1463451.4986985996,10.4786,86.50833093160352,2614.192178867264,19.902607185389538,1331495.9884946987,1370654.319808295,1450125.0584283764,1463441.0200985996,1463364.990367668,1460837.3065197323,1463431.5960914143,131955.51020390098,92797.17889030464,13326.44027022319
48.2107,12822231727.44716,48.2107,252610.95768510352,160805960.78949067,946496.1421907423,12677050428.232649,12784549727.31607,12816726740.351635,12822231679.236462,12821979116.489475,12661425766.657671,12821285231.30497,145181299.21451187,37682000.131090164,5504987.095525742
36.1607,2299324622.126583,36.1607,23820.673985893776,14097702.234594086,30368.317038878362,2255641267.501164,2283590935.037156,2297568111.989272,2299324585.9658833,2299300801.452597,2285226919.891989,2299294253.809544,43683354.62541914,15733687.089426994,1756510.1373109818
