x1,x2,y
2.813,2.1409,-0.26857617472612844
2.4461,1.6478,-0.41012771649804747
2.424,1.8362,-0.317308561479731
2.3783,1.9419,-0.48253821611803216
1.1809,1.1251,0.6867352420550978
2.8587,1.1694,0.22884053608018048
2.7201,2.6944,-0.7944845407245303
2.2713,1.236,0.6540485406639803
2.0634,1.4314,0.22725340015668638
2.4252,1.5929,0.06356068942263554
2.7937,2.0599,-0.4275771760537872
2.7335,1.5322,0.027635190587941942
1.1695,1.2433,0.6280674912360151
1.5848,1.8809,-0.5257504029378122
1.4355,2.2314,-1.1619342429401336
2.778,2.3751,-0.6813267422039423
1.9998,2.672,-1.546506819983134
2.4505,2.8211,-1.0709444570657651
1.5165,1.0244,0.9719924401935868
1.1285,2.4426,-1.3643801277257215
